t;water_root_shoot_xylem;AA_root_shoot_phloem;soil_temperature
553;1.57814554439131E-07;1.8985871663229E-08;8.14994552
554;1.57912729835012E-07;1.89964963123621E-08;8.15083248
555;1.58010966305148E-07;1.90071253148358E-08;8.151722
556;0.0000001581092638875;1.90177586690628E-08;8.15261408
557;0.0000001582076226203;1.90283963734786E-08;8.15350872
558;1.58306042541232E-07;1.90390384264373E-08;8.15440592
559;2.90378828302021E-06;3.49208787135096E-07;8.15530568
560;5.82622598439794E-06;7.00616241128926E-07;8.156208
561;8.20533527262452E-06;9.86647067044398E-07;8.15711288
562;0.0000100400987523601;1.20719122259433E-06;8.15802032
563;0.0000113294977610173;1.36213857555673E-06;8.15893032
564;0.0000120725123674661;1.45137890383344E-06;8.15984288
565;0.000012268121370706;1.47480189550555E-06;8.160758
566;0.0000119153022985509;1.43229714889059E-06;8.16167568
567;0.000011013031406317;1.32375417260134E-06;8.16259592
568;9.56028367549249E-06;1.14906238560244E-06;8.16351872
569;0.0000075560328124295;9.08111117270709E-07;8.16444408
570;4.99925124701064E-06;6.00789607452998E-07;8.165372
571;1.59591087003408E-07;1.91777800893373E-08;8.16630248
572;1.5969036756851E-07;1.91884828489539E-08;8.16723552
573;1.59789709895397E-07;1.91991899320083E-08;8.16817112
574;1.59889114022485E-07;1.92099013367495E-08;8.16910928
575;1.59988579988254E-07;1.9220617061421E-08;8.17005
576;1.60088107831088E-07;1.9231337104243E-08;8.17099328
577;1.60187697589618E-07;1.92420614634537E-08;8.17193912
578;0.0000001602873493022;1.92527901372436E-08;8.17288752
579;1.60387063007526E-07;1.92635231238336E-08;8.17383848
580;1.60486838744011E-07;1.92742604213965E-08;8.174792
581;1.60586676550377E-07;1.92850020281315E-08;8.17574808
582;1.60686576465226E-07;1.92957479422097E-08;8.17670672
583;2.94745412422714E-06;3.53916553914347E-07;8.17766792
584;5.91383810824322E-06;7.10059952210753E-07;8.17863168
585;8.32872335472602E-06;9.99944166905891E-07;8.179598
586;0.0000101910771692041;0.0000012234580805629;8.18056688
587;0.0000114998655709146;1.38049048667144E-06;8.18153832
588;0.0000122540532914685;1.47093008971173E-06;8.18251232
589;0.0000124526037735076;1.49466550521832E-06;8.18348888
590;0.000012094479169381;1.45158525984689E-06;8.184468
591;0.0000111786403397916;1.34157779143803E-06;8.18544968
592;9.70404685248285E-06;1.16453144908666E-06;8.18643392
593;7.66965698085586E-06;9.20334493203353E-07;8.18742072
594;0.0000050744277026706;6.08875095587068E-07;8.18841008
595;1.61990944838749E-07;1.94358359436768E-08;8.189402
596;1.62091718339614E-07;1.94466419631258E-08;8.19039648
597;1.62192554531012E-07;1.9457452261324E-08;8.19139352
598;1.62293453451939E-07;1.94682668362857E-08;8.19239312
599;1.62394415141394E-07;1.9479085686012E-08;8.19339528
600;1.62495439638524E-07;1.948990880851E-08;8.1944
601;1.62596526982266E-07;1.95007362017466E-08;8.19540728
602;1.62697677211831E-07;1.95115678637103E-08;8.19641712
603;1.62798890366245E-07;1.95224037923536E-08;8.19742952
604;1.62900166484659E-07;1.95332439856303E-08;8.19844448
605;1.63001505606405E-07;1.95440884415048E-08;8.199462
606;1.63102907770418E-07;1.95549371578779E-08;8.20048208
607;2.99177659239937E-06;3.58669757733892E-07;8.20150472
608;6.00276770316886E-06;7.1959473317979E-07;8.20252992
609;0.0000084539668904153;1.01336938918384E-06;8.20355768
610;0.0000103443259304892;1.23988154403616E-06;8.204588
611;0.0000116727952940814;1.39901892792607E-06;8.20562088
612;0.0000124383241449252;1.49066918302172E-06;8.20665632
613;0.0000126398603383779;1.51471986353511E-06;8.20769432
614;0.0000122763504201096;1.47105843580143E-06;8.20873488
615;0.0000113467396247325;1.35957227835155E-06;8.209778
616;9.84997187442727E-06;1.18014868198483E-06;8.21082368
617;7.78498977760251E-06;9.32674849846869E-07;8.21187192
618;5.15073462751692E-06;6.17037897503106E-07;8.21292272
619;1.64426890639473E-07;1.96963572185751E-08;8.21397608
620;1.64529179526213E-07;1.97072653593775E-08;8.215032
621;1.6463153204622E-07;1.97181777284529E-08;8.21609048
622;1.64733948238948E-07;1.97290943235512E-08;8.21715152
623;1.64836428144189E-07;1.97400151424509E-08;8.21821512
624;1.64938971801549E-07;1.97509401828934E-08;8.21928128
625;1.65041579250546E-07;1.97618694425947E-08;8.22035
626;0.000000165144250531;1.9772802919296E-08;8.22142128
627;1.65246985682611E-07;1.97837406107088E-08;8.22249512
628;1.65349784745047E-07;1.97946825145269E-08;8.22357152
629;1.65452647758129E-07;1.98056286284494E-08;8.22465048
630;1.65555574761649E-07;1.98165789501579E-08;8.225732
631;3.03676556159307E-06;3.63467898844562E-07;8.22681608
632;6.09303458070195E-06;7.29219576848567E-07;8.22790272
633;8.58109378116281E-06;0.0000010269213090954;8.22899192
634;0.0000104998791766103;1.25645986190006E-06;8.23008368
635;0.0000118483254554007;1.41772191457717E-06;8.231178
636;0.0000126253659792673;1.51059405952622E-06;8.23227488
637;0.0000128299327818958;1.53496280230713E-06;8.23337432
638;0.0000124609565675977;1.49071456172901E-06;8.23447632
639;0.0000115173667098974;1.37773566992886E-06;8.23558088
640;9.99809125016794E-06;1.19591237245702E-06;8.236688
641;7.90205689623946E-06;9.45130828359961E-07;8.23779768
642;5.22818902102718E-06;6.25277110266281E-07;8.23890992
643;1.6689946707999E-07;1.99593149652237E-08;8.24002472
644;1.6700329414025E-07;1.99703239462109E-08;8.24114208
645;1.6710718579065E-07;1.9981337098874E-08;8.242262
646;1.67211142071347E-07;1.99923544207145E-08;8.24338448
647;1.6731516302259E-07;2.00033759092306E-08;8.24450952
648;1.67419248684505E-07;2.00144015618908E-08;8.24563712
649;1.67523399097495E-07;2.0025431376184E-08;8.24676728
650;1.67627614301777E-07;2.00364653495608E-08;8.2479
651;0.0000001677318943376;2.00475034794625E-08;8.24903528
652;1.67836239245335E-07;2.00585457633295E-08;8.25017312
653;1.67940649065476E-07;2.00695921986047E-08;8.25131352
654;1.68045123838118E-07;2.00806427826655E-08;8.25245648
655;3.08243105434731E-06;3.68310414788212E-07;8.253602
656;6.18465885029013E-06;7.38933350000052E-07;8.25475008
657;8.71013234799784E-06;1.04059832406797E-06;8.25590072
658;0.0000106577715613578;0.0000012731910651374;8.25705392
659;0.0000120264951590726;1.43659721558457E-06;8.25820968
660;0.0000128152204632349;1.53070233210322E-06;8.259368
661;0.0000130228634479594;0.0000015553918857994;8.26052888
662;0.0000126483387379669;1.51055126228087E-06;8.26169232
663;0.0000116905596071996;1.39606576175131E-06;8.26285832
664;0.0000101484379773903;0.0000012118205990994;8.26402688
665;0.0000080208844167089;9.5770090399852E-07;8.265198
666;0.000005306808138312;6.33591720994844E-07;8.26637168
667;1.6940922499509E-07;2.022467671915E-08;8.26754792
668;1.69514613359243E-07;2.02357851084739E-08;8.26872672
669;1.69620067284762E-07;2.02468976064147E-08;8.26990808
670;1.69725586812536E-07;2.02580142102123E-08;8.271092
671;1.69831171983242E-07;2.02691349170659E-08;8.27227848
672;1.69936822837862E-07;2.02802597241973E-08;8.27346752
673;1.70042539417132E-07;2.02913886287825E-08;8.27465912
674;1.70148321761975E-07;2.03025216280059E-08;8.27585328
675;1.70254169913402E-07;2.03136587190476E-08;8.27705
676;1.70360083912211E-07;2.03247998990462E-08;8.27824928
677;1.70466063799416E-07;2.03359451651515E-08;8.27945112
678;1.70572109615997E-07;2.03470945144946E-08;8.28065552
679;3.12878324391154E-06;3.73196676878929E-07;8.28186248
680;0.0000062776609237736;7.48734786318134E-07;8.283072
681;8.84111133782971E-06;1.05439864377191E-06;8.28428408
682;0.0000108180382596397;1.29007295461355E-06;8.28549872
683;0.0000122073440973264;1.45564233980918E-06;8.28671592
684;0.0000130079298921716;1.55099133601953E-06;8.28793568
685;0.000013218695317209;1.57600439570238E-06;8.289158
686;0.0000128385386757846;1.53056588721145E-06;8.29038288
687;0.0000118663569001391;1.41456009489887E-06;8.29161032
688;0.0000103010455499945;1.22787121921931E-06;8.29284032
689;8.14149881112741E-06;9.70383376832769E-07;8.29407288
690;5.38660949395526E-06;6.4198060071015E-07;8.295308
691;1.71956723502743E-07;2.04924063036445E-08;8.29654568
692;1.72063696649018E-07;2.05036125103783E-08;8.29778592
693;1.7217073634245E-07;2.05148227558475E-08;8.29902872
694;1.72277842624633E-07;2.05260370370115E-08;8.30027408
695;1.72385015536914E-07;2.05372553507841E-08;8.301522
696;1.72492255120824E-07;2.05484776940854E-08;8.30277248
697;1.72599561417713E-07;2.05597040637972E-08;8.30402552
698;1.72706934469049E-07;2.05709344568005E-08;8.30528112
699;1.72814374316671E-07;2.05821688700069E-08;8.30653928
700;1.72921881001744E-07;2.05934073002273E-08;8.3078
701;1.73029454566103E-07;2.06046497443413E-08;8.30906328
702;1.73137095051159E-07;2.06158961991585E-08;8.31032912
703;3.17583245652113E-06;3.78125986513064E-07;8.31159752
704;6.37206151993692E-06;7.58622478971884E-07;8.31286848
705;8.97405992985736E-06;1.06832027966224E-06;8.314142
706;0.0000109807149752852;1.30710308825685E-06;8.31541808
707;0.0000123909125592627;1.47485452153176E-06;8.31669672
708;0.0000132035371974373;1.57145811347756E-06;8.31797792
709;0.0000134174720166286;1.59679731541129E-06;8.31926168
710;0.0000130315987533449;1.55075549608309E-06;8.320548
711;0.0000120447977524306;1.43321594180001E-06;8.32183688
712;0.0000104559479655329;1.24406185652807E-06;8.32312832
713;8.26392694969085E-06;9.83176362010313E-07;8.32442232
714;0.0000054676108659167;6.50442497884973E-07;8.32571888
715;1.7454253012881E-07;2.0762463623539E-08;8.327018
716;1.74651111888361E-07;2.07737658888459E-08;8.32831968
717;1.74759761195795E-07;2.07850721158273E-08;8.32962392
718;1.74868478093315E-07;2.07963823011335E-08;8.33093072
719;1.7497726262288E-07;2.08076964413672E-08;8.33224008
720;1.75086114826633E-07;2.08190145331381E-08;8.333552
721;1.75195034746592E-07;2.08303365730234E-08;8.33486648
722;1.7530402242484E-07;2.08416625575915E-08;8.33618352
723;1.75413077903702E-07;2.08529924834258E-08;8.33750312
724;1.75522201225258E-07;2.08643263470609E-08;8.33882528
725;1.75631392431653E-07;2.08756641450237E-08;8.34015
726;1.75740651565209E-07;2.08870058738465E-08;8.34147728
727;3.22358917368869E-06;3.83097571295611E-07;8.34280712
728;6.46788166912361E-06;7.68594872835117E-07;8.34413952
729;9.10900774205481E-06;1.08236103400427E-06;8.34547448
730;0.0000111458379490406;1.32427876761946E-06;8.346812
731;0.0000125772414398483;1.49423070526359E-06;8.34815208
732;0.0000134020859559673;1.59209939740417E-06;8.34949472
733;0.0000136192378292047;1.61776731352261E-06;8.35083992
734;0.0000132275619801282;1.57111684222525E-06;8.35218768
735;0.000012225921916722;1.45203029138193E-06;8.353538
736;0.0000106131797328068;1.26038988823603E-06;8.35489088
737;8.38819610665611E-06;9.96077779539684E-07;8.35624632
738;5.54983029948896E-06;6.58976031674745E-07;8.35760432
739;1.77167220933291E-07;2.10348044488196E-08;8.35896488
740;1.77277435495635E-07;2.10462008367275E-08;8.360328
741;1.77387718621795E-07;2.10576011016816E-08;8.36169368
742;1.7749807035434E-07;2.10690052399735E-08;8.36306192
743;1.7760849073584E-07;2.10804132478778E-08;8.36443272
744;1.77718979809354E-07;2.10918251217131E-08;8.36580608
745;1.77829537617268E-07;2.11032408576961E-08;8.367182
746;1.77940164202458E-07;2.11146604520875E-08;8.36856048
747;1.78050859607675E-07;2.11260839011161E-08;8.36994152
748;1.7816162387598E-07;2.11375112010302E-08;8.37132512
749;1.78272457049757E-07;2.11489423479775E-08;8.37271128
750;1.7838335917231E-07;2.11603773382028E-08;8.3741
751;3.27206403454351E-06;3.88110580978556E-07;8.37549128
752;6.56514271792932E-06;7.78650256325578E-07;8.37688512
753;9.24598483778456E-06;1.09651848836506E-06;8.37828152
754;0.0000113134439666201;1.34159702377102E-06;8.37968048
755;0.0000127663722489809;1.51376752980393E-06;8.381082
756;0.0000136036203999984;0.0000016129115944479;8.38248608
757;0.0000138240377038673;1.63891072653947E-06;8.38389272
758;0.0000134264720123658;1.59164635590261E-06;8.38530192
759;0.000012409769743419;1.47099983349006E-06;8.38671368
760;0.0000107727758795423;1.27685243151064E-06;8.388128
761;8.51433396641402E-06;1.00908534357361E-06;8.38954488
762;5.63328611133315E-06;6.6757968481958E-07;8.39096432
763;1.79831380638612E-07;2.13093801876602E-08;8.39238632
764;1.79943252557153E-07;2.13208685753851E-08;8.39381088
765;1.80055194070591E-07;2.133236074751E-08;8.395238
766;1.80167205221982E-07;2.13438566999645E-08;8.39666768
767;1.80279286054874E-07;2.13553564287219E-08;8.39809992
768;1.80391436612447E-07;2.13668599296912E-08;8.39953472
769;1.80503656938188E-07;2.13783671988016E-08;8.40097208
770;1.80615947075399E-07;2.1389878231941E-08;8.402412
771;1.80728307067627E-07;2.14013930250103E-08;8.40385448
772;1.80840736958296E-07;2.14129115738765E-08;8.40529952
773;1.8095323679071E-07;2.14244338743727E-08;8.40674712
774;1.8106580660866E-07;2.14359599223753E-08;8.40819728
775;3.32126783820505E-06;3.93164083200158E-07;8.40965
776;6.66386633393771E-06;7.88786752841178E-07;8.41110528
777;9.38502173248213E-06;0.0000011107899915381;8.41256312
778;0.0000114835703668913;1.35905460250372E-06;8.41402352
779;0.0000129583471207974;1.53346131153137E-06;8.41548648
780;0.0000138081854269017;1.63389076713928E-06;8.416952
781;0.0000140319172654521;1.66022354071428E-06;8.41842008
782;0.0000136283731627646;1.61234012666208E-06;8.41989072
783;0.0000125963821897164;1.49012094255477E-06;8.42136392
784;0.0000109347719602071;1.29344632927548E-06;8.42283968
785;8.64236862966207E-06;1.02219655116908E-06;8.424318
786;5.71799689353841E-06;6.76251796194445E-07;8.42579888
787;1.8253560276002E-07;2.1586137648377E-08;8.42728232
788;1.82649156957489E-07;2.15977157161513E-08;8.42876832
789;1.82762781796081E-07;2.16092974671979E-08;8.43025688
790;1.82876477320136E-07;2.16208828971653E-08;8.431748
791;1.82990243573262E-07;2.16324720015897E-08;8.43324168
792;1.83104080599739E-07;2.16440647760738E-08;8.43473792
793;1.83217988443419E-07;2.16556612161478E-08;8.43623672
794;1.83331967148399E-07;2.16672613173525E-08;8.43773808
795;1.83446016758838E-07;2.16788650752183E-08;8.439242
796;1.83560137318769E-07;2.16904724852408E-08;8.44074848
797;1.83674328872413E-07;2.17020835429194E-08;8.44225752
798;1.83788591463743E-07;2.17136982437036E-08;8.44376912
799;3.37121154618066E-06;3.98257059014565E-07;8.44528328
800;6.76407451056852E-06;7.99002311782985E-07;8.4468
801;9.52614940045908E-06;1.12517264688017E-06;8.44831928
802;0.0000116562550502311;1.37664794882041E-06;8.44984112
803;0.0000131532088230066;1.55330802686383E-06;8.45136552
804;0.000014015826609192;1.65503261518303E-06;8.45289248
805;0.0000142429228248849;1.68170137301346E-06;8.454422
806;0.0000138333104104057;1.63319388482058E-06;8.45595408
807;0.0000127858008287032;1.50938966045226E-06;8.45748872
808;0.000011099204063895;1.31016813530913E-06;8.45902592
809;0.0000087723286196641;1.03540867049766E-06;8.46056568
810;5.80398151777418E-06;6.84990552999495E-07;8.462108
811;0.000000185280489738;2.18650187897642E-08;8.46365288
812;1.85395751511521E-07;2.18766840101109E-08;8.46520032
813;1.85511084988576E-07;2.18883528037672E-08;8.46675032
814;1.85626490213872E-07;2.19000251659637E-08;8.46830288
815;1.85741967232056E-07;2.19117010919033E-08;8.469858
816;1.85857516087591E-07;2.19233805767456E-08;8.47141568
817;1.85973136825366E-07;2.19350636156844E-08;8.47297592
818;1.86088829490152E-07;2.19467502038789E-08;8.47453872
819;1.8620459412641E-07;2.19584403364284E-08;8.47610408
820;1.86320430779277E-07;2.19701340084986E-08;8.477672
821;1.86436339493153E-07;2.19818312151412E-08;8.47924248
822;1.86552320313234E-07;2.19935319514892E-08;8.48081552
823;3.42190628481302E-06;4.03388398205036E-07;8.48239112
824;6.86578957196272E-06;8.09294699135465E-07;8.48396928
825;9.66939928182288E-06;1.13966329903208E-06;8.48555
826;0.0000118315364869181;0.0000013943731906544;8.48713328
827;0.0000133510007664485;1.57330329387372E-06;8.48871912
828;0.0000142265902046896;1.67633245583795E-06;8.49030752
829;0.0000144571013894969;1.70333945115083E-06;8.49189848
830;0.0000140413294107116;1.65420298203978E-06;8.493492
831;0.0000129780678586244;1.52880167853188E-06;8.49508808
832;0.0000112661088224195;1.32701409862885E-06;8.49668672
833;8.90424288860546E-06;1.04871872848092E-06;8.49828792
834;5.89125913949815E-06;6.93793982568687E-07;8.49989168
835;1.88066653071903E-07;2.21459604591548E-08;8.501498
836;1.88183648099346E-07;2.21577100857945E-08;8.50310688
837;1.88300715908492E-07;2.2169463166385E-08;8.50471832
838;1.88417856544842E-07;2.21812196957708E-08;8.50633232
839;1.88535070053654E-07;2.21929796687456E-08;8.50794888
840;1.88652356480062E-07;2.2204743080066E-08;8.509568
841;1.8876971586969E-07;2.22165099245301E-08;8.51118968
842;1.88887148267856E-07;2.22282801968766E-08;8.51281392
843;1.89004653719879E-07;2.22400538918228E-08;8.51444072
844;1.89122232271259E-07;2.22518310040885E-08;8.51607008
845;1.89239883967559E-07;2.22636115283808E-08;8.517702
846;1.89357608854158E-07;2.22753954593617E-08;8.51933648
847;3.47336334775666E-06;4.0855689436772E-07;8.52097352
848;6.96903417797317E-06;8.19661487591896E-07;8.52261312
849;9.81480328943164E-06;0.0000011542585199834;8.52425528
850;0.0000120094537257531;1.41222612180921E-06;8.5259
851;0.000013551767014738;1.59344235299993E-06;8.52754728
852;0.000014440523166827;1.69778520333964E-06;8.52919712
853;0.0000146745006734914;1.72513259264775E-06;8.53084952
854;0.0000142524765056833;1.67536237096967E-06;8.53250448
855;0.0000131732261122777;1.54835231876743E-06;8.534162
856;0.0000114355234184257;1.34398014710033E-06;8.53582208
857;9.03814082404378E-06;0.0000010621234978237;8.53748472
858;5.97984920221002E-06;7.02659943777182E-07;8.53914992
859;1.90894713456823E-07;2.24288941178834E-08;8.54081768
860;1.91013467801933E-07;2.24407251739321E-08;8.542488
861;1.91132296023406E-07;2.24525595547371E-08;8.54416088
862;1.9125119816711E-07;2.24643972546812E-08;8.54583632
863;1.91370174279034E-07;2.2476238268141E-08;8.54751432
864;1.91489224405168E-07;2.24880825894707E-08;8.54919488
865;1.91608348591686E-07;2.24999302130265E-08;8.550878
866;1.91727546884578E-07;2.25117811331194E-08;8.55256368
867;1.91846819329833E-07;2.25236353440385E-08;8.55425192
868;1.9196616597387E-07;2.25354928401052E-08;8.55594272
869;1.92085586862433E-07;2.25473536155337E-08;8.55763608
870;1.92205082042185E-07;2.25592176646324E-08;8.559332
871;3.52559419849941E-06;4.13761239757192E-07;8.56103048
872;7.07383132918445E-06;8.30100046193228E-07;8.56273152
873;9.96239381606048E-06;1.16895459447315E-06;8.56443512
874;0.0000121900464027178;0.0000014302021840562;8.56614128
875;0.0000137555522941294;1.61372004683086E-06;8.56785
876;0.0000146576731550756;1.71938534731785E-06;8.56956128
877;0.0000148951691085665;1.74707518287425E-06;8.57127512
878;0.0000144667987341875;0.0000016966665838887;8.57299152
879;0.0000133713190665629;1.56803651399305E-06;8.57471048
880;0.000011607485593704;1.36106187026039E-06;8.576432
881;0.0000091740522554494;1.07561948341571E-06;8.57815608
882;6.06977144179727E-06;7.11586118034427E-07;8.57988272
883;1.93765300921376E-07;2.27137455532492E-08;8.58161192
884;1.93885841040128E-07;2.27256548189882E-08;8.58334368
885;1.94006456146088E-07;2.27375672698603E-08;8.585078
886;1.94127146285855E-07;2.27494828998079E-08;8.58681488
887;1.94247911506214E-07;2.27614017027743E-08;8.58855432
888;1.94368751853706E-07;2.27733236726499E-08;8.59029632
889;1.94489667375357E-07;2.27852488033625E-08;8.59204088
890;1.94610658117524E-07;2.2797177088734E-08;8.593788
891;1.94731724127542E-07;2.2809108522686E-08;8.59553768
892;1.94852865451705E-07;2.28210430989854E-08;8.59728992
893;1.94974082137164E-07;2.28329808114851E-08;8.59904472
894;1.95095374230703E-07;2.2844921653969E-08;8.60080208
895;3.57861047290604E-06;4.19000019879431E-07;8.602562
896;7.18020437206517E-06;8.40607529470844E-07;8.60432448
897;0.0000101122037415837;0.0000011837475046687;8.60608952
898;0.0000123733547498314;1.44829644837121E-06;8.60785712
899;0.0000139624020034216;1.63413079889133E-06;8.60962728
900;0.0000148780885456226;1.74112693017697E-06;8.6114
901;0.0000151191558547203;1.76916115202627E-06;8.61317528
902;0.0000146843438424135;1.71810971030794E-06;8.61495312
903;0.0000135723908521694;1.58784878717829E-06;8.61673352
904;0.0000117820336575949;1.37825450130091E-06;8.61851648
905;9.31200746084145E-06;1.08920290807214E-06;8.620302
906;6.16104589093439E-06;7.20569999838232E-07;8.62209008
907;1.96679054968487E-07;2.30004345766072E-08;8.62388072
908;1.96801407714457E-07;2.30124185765247E-08;8.62567392
909;1.96923836575153E-07;2.30244056110008E-08;8.62746968
910;1.97046341598153E-07;2.30363956735454E-08;8.629268
911;1.97168922830668E-07;2.30483887575972E-08;8.63106888
912;1.97291580320154E-07;2.30603848566032E-08;8.63287232
913;1.97414314114067E-07;2.30723839639854E-08;8.63467832
914;1.97537124259923E-07;2.30843860731504E-08;8.63648688
915;1.97660010805056E-07;2.30963911774573E-08;8.638298
916;1.97782973797167E-07;2.31083992702884E-08;8.64011168
917;1.97906013283773E-07;2.31204103449768E-08;8.64192792
918;1.98029129312328E-07;2.31324243948264E-08;8.64374672
919;3.63242398182033E-06;4.24271707824967E-07;8.64556808
920;7.28817700415166E-06;8.51180866056314E-07;8.647392
921;0.0000102642664403086;1.19863291410702E-06;8.64921848
922;0.0000125594196040992;1.46650359525494E-06;8.65104752
923;0.0000141723622241105;1.65466859141267E-06;8.65287912
924;0.0000151018184420815;1.76300352336258E-06;8.65471328
925;0.000015346510811208;1.79138395098438E-06;8.65655
926;0.0000149051602945674;1.73968537349906E-06;8.65838928
927;0.0000137764862633965;1.60778322969572E-06;8.66023112
928;0.0000119592064955044;1.39555289817655E-06;8.66207552
929;9.45203717357439E-06;1.10286969758918E-06;8.66392248
930;6.25369288352439E-06;7.29608886867479E-07;8.665772
931;1.99636624717384E-07;2.32888747067005E-08;8.66762408
932;1.99760817347983E-07;2.33009296960002E-08;8.66947872
933;1.99885087237987E-07;2.33129875577872E-08;8.67133592
934;2.00009434435526E-07;2.33250482850579E-08;8.67319568
935;2.00133858988543E-07;2.333711187076E-08;8.675058
936;2.0025836094541E-07;2.33491783078706E-08;8.67692288
937;2.0038294035395E-07;2.33612475892714E-08;8.67879032
938;2.00507597262656E-07;2.33733197079051E-08;8.68066032
939;2.00632331719535E-07;2.3385394656628E-08;8.68253288
940;2.00757143772896E-07;2.33974724283083E-08;8.684408
941;2.00882033471052E-07;2.34095530157898E-08;8.68628568
942;2.01007000862251E-07;2.3421636411884E-08;8.68816592
943;3.68704671368935E-06;4.29574658325064E-07;8.69004872
944;0.0000073977732793395;8.61816746742851E-07;8.69193408
945;0.0000104186157884041;1.21360615085541E-06;8.693822
946;0.000012748282416612;1.48481789410189E-06;8.69571248
947;0.0000143854797306551;1.67532694202029E-06;8.69760552
948;0.0000153289126864799;1.78500820249264E-06;8.69950112
949;0.0000155772846276306;1.81373652599807E-06;8.70139928
950;0.0000151292972836173;1.76138670587022E-06;8.7033
951;0.0000139836507681538;0.0000016278334785398;8.70520328
952;0.0000121390435775838;0.0000014129515238019;8.70710912
953;9.59417258913335E-06;0.0000011166154650631;8.70901752
954;6.34773305925122E-06;7.38699869600523E-07;8.71092848
955;2.02638669048599E-07;2.35789728377568E-08;8.712842
956;2.02764729231175E-07;2.35910947881885E-08;8.71475808
957;2.02890867835061E-07;2.360321943691E-08;8.71667672
958;2.03017084908812E-07;2.36153467763607E-08;8.71859792
959;2.03143380501534E-07;2.36274767990236E-08;8.72052168
960;2.03269754661781E-07;2.36396094972865E-08;8.722448
961;2.03396207438658E-07;2.36517448635798E-08;8.72437688
962;2.03522738880965E-07;2.36638828902698E-08;8.72630832
963;2.03649349037624E-07;2.36760235697115E-08;8.72824232
964;2.03776037957616E-07;2.36881668942421E-08;8.73017888
965;2.03902805689926E-07;2.37003128561714E-08;8.732118
966;2.04029652283595E-07;2.37124614477908E-08;8.73405968
967;3.74249083723826E-06;4.34907101521568E-07;8.73600392
968;7.50901761322886E-06;8.72511611965378E-07;8.73795072
969;0.0000105752861714561;1.22866218985872E-06;8.73990008
970;0.0000129399852618005;1.50323318157237E-06;8.741852
971;0.0000146018020008746;1.69609887928949E-06;8.74380648
972;0.000015559421870341;1.80713352127559E-06;8.74576352
973;0.0000158115287152497;1.83621129215231E-06;8.74772312
974;0.0000153568047422754;1.78320632316028E-06;8.74968528
975;0.0000141939305180598;1.64799269243621E-06;8.75165
976;0.0000123215849675236;1.43044442528768E-06;8.75361728
977;9.73844537211752E-06;1.13043549446179E-06;8.75558712
978;6.44318736816671E-06;7.47839820426797E-07;8.75755952
979;2.05685856750483E-07;2.38706288914409E-08;8.75953448
980;2.05813812568555E-07;2.38828134764499E-08;8.761512
981;2.05941847987065E-07;2.38950005727563E-08;8.76349208
982;2.06069963055606E-07;2.39071901722916E-08;8.76547472
983;2.06198157823649E-07;2.39193822669462E-08;8.76745992
984;2.06326432340787E-07;2.39315768485969E-08;8.76944768
985;2.06454786656799E-07;2.39437739091174E-08;8.771438
986;2.0658322082097E-07;2.3955973440292E-08;8.77343088
987;2.06711734883323E-07;2.396817543397E-08;8.77542632
988;2.06840328893452E-07;2.39803798819189E-08;8.77742432
989;2.06969002901009E-07;2.39925867758869E-08;8.77942488
990;2.07097756955834E-07;2.40047961076175E-08;8.781428
991;3.79876870417859E-06;4.4026713643454E-07;8.78343368
992;7.62193478857316E-06;8.83261638678094E-07;8.78544192
993;0.0000107343124921389;1.24379563443337E-06;8.78745272
994;0.0000131345708467626;1.52174283891047E-06;8.78946608
995;0.0000148213772265324;1.71697691712346E-06;8.791482
996;0.0000157933973459779;1.82937148417305E-06;8.79350048
997;0.0000160492952584109;1.85880010554328E-06;8.79552152
998;0.0000155877333541319;1.80513629738319E-06;8.79754512
999;0.0000144073723587468;1.66825352680327E-06;8.79957128
1000;0.0000125068713314643;0.0000014480252121714;8.8016
1001;9.88488766328157E-06;1.14432472339581E-06;8.80363128
1002;6.54007707535788E-06;7.57025382233455E-07;8.80566512
1003;2.08778866668538E-07;2.41637354520619E-08;8.80770152
1004;2.08908746627781E-07;2.41759780311747E-08;8.80974048
1005;2.09038707384362E-07;2.41882229211689E-08;8.811782
1006;2.09168748988729E-07;2.42004701134167E-08;8.81382608
1007;2.09298871491209E-07;2.42127195992459E-08;8.81587272
1008;2.09429074941883E-07;2.42249713699245E-08;8.81792192
1009;2.09559359391324E-07;2.42372254167536E-08;8.81997368
1010;2.09689724889917E-07;2.42494817309834E-08;8.822028
1011;2.09820171487989E-07;2.42617403038265E-08;8.82408488
1012;2.09950699235989E-07;2.42740011264828E-08;8.82614432
1013;2.10081308184488E-07;2.4286264190138E-08;8.82820632
1014;2.10211998384056E-07;2.42985294859505E-08;8.83027088
1015;3.85589285196476E-06;4.45652724115255E-07;8.832338
1016;7.73654996080173E-06;8.94062726597025E-07;8.83440768
1017;0.0000108957301779508;1.25900069686067E-06;8.83647992
1018;0.0000133320825208344;1.54033976817933E-06;8.83855472
1019;0.000015044254324086;1.73795302789428E-06;8.84063208
1020;0.0000160308912378946;1.85171351773432E-06;8.842712
1021;0.0000162906372261884;1.88149423411648E-06;8.84479448
1022;0.0000158221345649216;1.82716812846118E-06;8.84687952
1023;0.0000146240238403019;0.0000016886081075015;8.84896712
1024;0.000012694943947069;1.46568703360028E-06;8.85105728
1025;0.0000100335320866986;1.15827772505954E-06;8.85315
1026;6.63842376568707E-06;7.6625295644133E-07;8.85524528
