t;water_root_shoot_xylem;AA_root_shoot_phloem;soil_temperature
1027;2.11918387856334E-07;2.44581773840788E-08;8.85734312
1028;2.12050220890991E-07;2.44704729865817E-08;8.85944352
1029;2.12182135938085E-07;2.44827706854506E-08;8.86154648
1030;2.12314133048678E-07;2.44950704714349E-08;8.863652
1031;2.12446212273767E-07;2.45073723352465E-08;8.86576008
1032;2.12578373664534E-07;2.45196762675899E-08;8.86787072
1033;2.12710617272038E-07;2.4531982259125E-08;8.86998392
1034;2.12842943147338E-07;2.45442903004799E-08;8.87209968
1035;2.12975351341798E-07;2.4556600382294E-08;8.874218
1036;2.13107841906418E-07;2.45689124951276E-08;8.87633888
1037;2.13240414892561E-07;2.45812266295589E-08;8.87846232
1038;2.13373070351593E-07;2.45935427761351E-08;8.88058832
1039;3.91387600657963E-06;4.51061680467211E-07;8.88271688
1040;7.85288866361222E-06;9.04910483776917E-07;8.884848
1041;0.0000110595751891636;0.0000012742711780563;8.88698168
1042;0.0000135325642851921;1.55901636733549E-06;8.88911792
1043;0.0000152704829455849;1.75901861428623E-06;8.89125672
1044;0.0000162719564544245;1.87415044055611E-06;8.89339808
1045;0.0000165356083841902;1.90428432709611E-06;8.895542
1046;0.0000160600605939999;1.84929271449503E-06;8.89768848
1047;0.0000148439332278292;1.70904800331241E-06;8.89983752
1048;0.0000128858447127198;1.48342255441184E-06;8.90198912
1049;0.0000101844117570274;1.17228868930081E-06;8.90414328
1050;6.73824934860277E-06;7.75518690463704E-07;8.9063
1051;2.15105119728996E-07;2.47538314311987E-08;8.90845928
1052;2.15238935208594E-07;2.47661747390545E-08;8.91062112
1053;2.15372833933872E-07;2.47785199138889E-08;8.91278552
1054;2.15506815956742E-07;2.47908669458261E-08;8.91495248
1055;2.15640881328816E-07;2.48032158249212E-08;8.917122
1056;2.15775030102189E-07;2.481556654126E-08;8.91929408
1057;2.15909262328532E-07;2.48279190848417E-08;8.92146872
1058;2.16043578060004E-07;2.48402734456974E-08;8.92364592
1059;2.16177977348335E-07;2.48526296137722E-08;8.92582568
1060;2.16312460245502E-07;2.4864987579009E-08;8.928008
1061;2.16447026803723E-07;2.48773473313524E-08;8.93019288
1062;2.16581677074792E-07;2.48897088606598E-08;8.93238032
1063;3.97273108537721E-06;4.56491668722944E-07;8.93457032
1064;7.97097681466835E-06;9.15800211495839E-07;8.93676288
1065;0.0000112258840267765;1.28960044624493E-06;8.938958
1066;0.0000137360608027126;1.57776450411619E-06;8.94115568
1067;0.0000155001134897123;1.78016447977956E-06;8.94335592
1068;0.0000165166466995165;1.89667243179081E-06;8.94555872
1069;0.0000167842633065137;1.92716038293764E-06;8.94776408
1070;0.0000163015644459708;1.87150032059843E-06;8.949972
1071;0.0000150671495122292;1.72956419709848E-06;8.95218248
1072;0.0000130796161568471;1.50122393006103E-06;8.95439552
1073;0.0000103375602868867;1.18635140277806E-06;8.95661112
1074;6.83957606301762E-06;7.84818464560038E-07;8.95882928
1075;2.18339772219246E-07;2.50505657961873E-08;8.96105
1076;2.18475599954893E-07;2.50629511260647E-08;8.96327328
1077;2.18611512188026E-07;2.50753380779122E-08;8.96549912
1078;2.18747508971293E-07;2.50877266411808E-08;8.96772752
1079;2.18883590357157E-07;2.51001168052656E-08;8.96995848
1080;2.19019756398572E-07;2.51125085595906E-08;8.972192
1081;2.19156007147818E-07;2.51249018934627E-08;8.97442808
1082;2.19292342657726E-07;2.51372967962241E-08;8.97666672
1083;2.19428762981186E-07;2.51496932571929E-08;8.97890792
1084;2.19565268170725E-07;2.51620912656071E-08;8.98115168
1085;2.19701858279356E-07;2.51744908107341E-08;8.983398
1086;2.19838533359665E-07;2.51868918817542E-08;8.98564688
1087;0.0000040324711999544;4.6194019155688E-07;8.98789832
1088;8.09084072137189E-06;9.26726888410047E-07;8.99015232
1089;0.0000113946937406929;0.0000013049814146213;8.99240888
1090;0.0000139426174078654;1.59657548865446E-06;8.994668
1091;0.0000157331971130188;1.80138079771613E-06;8.99692968
1092;0.0000167650164846931;1.91926899813796E-06;8.99919392
1093;0.0000170366573879326;1.95011171574382E-06;9.00146072
1094;0.0000165466999225112;0.0000018937805462349;9.00373008
1095;0.0000152937224210989;1.75014705556937E-06;9.006002
1096;0.0000132763014474048;1.51908278034119E-06;9.00827648
1097;0.0000104930117943511;0.0000012004592281636;9.01055352
1098;6.94242648225519E-06;7.94147878056386E-07;9.01283312
1099;2.21623065935535E-07;2.53482397004252E-08;9.01511528
1100;2.21760936186509E-07;2.53606609848846E-08;9.0174
1101;2.21898892205772E-07;2.53730836299019E-08;9.01968728
1102;2.22036934046459E-07;2.53855076241887E-08;9.02197712
1103;2.22175061762073E-07;2.53979329564672E-08;9.02426952
1104;2.22313275406054E-07;2.54103596154178E-08;9.02656448
1105;2.22451575031844E-07;2.54227875896868E-08;9.028862
1106;2.22589960693007E-07;2.54352168679008E-08;9.03116208
1107;2.22728432442739E-07;2.54476474386076E-08;9.03346472
1108;2.22866990335153E-07;2.54600792904329E-08;9.03576992
1109;2.23005634423203E-07;2.54725124118246E-08;9.03807768
1110;2.23144364761061E-07;2.54849467913477E-08;9.040388
1111;4.09310965907214E-06;4.67404582819442E-07;9.04270088
1112;0.0000082125070867333;9.37685153948337E-07;9.04501632
1113;0.0000115660419379426;1.32040651792648E-06;9.04733432
1114;0.0000141522801168473;1.61544004478881E-06;9.04965488
1115;0.000015969785741343;0.0000018226570788795;9.051978
1116;0.0000170171211411988;1.94192893924925E-06;9.05430368
1117;0.0000172928468561968;1.97312692005651E-06;9.05663192
1118;0.000016795521634328;1.91612229097756E-06;9.05896272
1119;0.0000155237024298407;1.77078629759957E-06;9.06129608
1120;0.0000134759444014743;0.0000015369901618394;9.063632
1121;0.0000106508009105457;1.21460508234488E-06;9.06597048
1122;7.04682351909636E-06;8.03502234906367E-07;9.06831152
1123;2.24955732322238E-07;2.56467029222383E-08;9.07065512
1124;2.25095675803078E-07;2.56591536900674E-08;9.07300128
1125;2.2523570634188E-07;2.5671605539748E-08;9.07535
1126;2.25375823992698E-07;2.56840584592658E-08;9.07770128
1127;2.25516028809765E-07;2.5696512436595E-08;9.08005512
1128;2.25656320847379E-07;2.57089674596812E-08;9.08241152
1129;2.25796700159712E-07;2.57214235164192E-08;9.08477048
1130;2.25937166801185E-07;2.57338805946967E-08;9.087132
1131;2.26077720825909E-07;2.57463386823293E-08;9.08949608
1132;2.26218362288487E-07;2.57587977671572E-08;9.09186272
1133;2.26359091243032E-07;2.57712578369219E-08;9.09423192
1134;2.26499907744389E-07;2.57837188794222E-08;9.09660368
1135;4.15465997162674E-06;4.7288199887468E-07;9.098978
1136;8.33600301529636E-06;9.48669290903735E-07;9.10135488
1137;0.0000117399667910739;1.33586768790446E-06;9.10373432
1138;0.0000143650956378375;1.63434827999001E-06;9.10611632
1139;0.0000162099320813412;1.84398213750887E-06;9.10850088
1140;0.0000172730168323156;1.96464031146891E-06;9.110888
1141;0.000017552888784624;1.99619383397026E-06;9.11327768
1142;0.0000170480850133295;1.93851371862878E-06;9.11566992
1143;0.00001575714077285;0.0000017914709610127;9.11806472
1144;0.0000136785894950552;1.55493653907363E-06;9.12046208
1145;0.0000108109627873645;1.22878141357981E-06;9.122862
1146;7.15279043087169E-06;8.12876528554506E-07;9.12526448
1147;2.28338513823036E-07;2.594579531315E-08;9.12766952
1148;2.28480561710011E-07;2.5958268668665E-08;9.13007712
1149;2.28622697964107E-07;2.59707428091863E-08;9.13248728
1150;2.28764922640108E-07;2.59832177219143E-08;9.1349
1151;2.28907235793165E-07;2.59956933940571E-08;9.13731528
1152;2.29049637478369E-07;2.60081698127793E-08;9.13973312
1153;2.29192127750627E-07;2.60206469651841E-08;9.14215352
1154;2.29334706665151E-07;2.60331248383747E-08;9.14457648
1155;2.29477374277153E-07;2.6045603419418E-08;9.147002
1156;2.29620130641724E-07;2.60580826953261E-08;9.14943008
1157;2.29762975814077E-07;2.607056265309E-08;9.15186072
1158;2.29905909849545E-07;2.60830432796772E-08;9.15429392
1159;4.21713584965498E-06;4.78369409520508E-07;9.15672968
1160;8.46135601919741E-06;9.59673207195171E-07;9.159168
1161;0.0000119165070466663;0.0000013513563275795;9.16160888
1162;0.0000145811113813801;1.65328965384028E-06;9.16405232
1163;0.0000164536896322529;1.86534405568914E-06;9.16649832
1164;0.0000175327605659008;1.98739038983815E-06;9.16894688
1165;0.0000178168411047297;0.0000020192995004554;9.171398
1166;0.0000173044463250038;0.0000019609422196195;9.17385168
1167;0.0000159940894549871;1.81218936778589E-06;9.17630792
1168;0.0000138842818729509;1.57291175423778E-06;9.17876672
1169;0.0000109735331052882;1.24298017755312E-06;9.18122808
1170;7.26035082464177E-06;8.22265426074554E-07;9.183692
1171;2.31772164046246E-07;2.62453462908495E-08;9.18615848
1172;2.31916347984445E-07;2.62578348922644E-08;9.18862752
1173;2.32060621618465E-07;2.62703239627506E-08;9.19109912
1174;2.3220498500413E-07;2.62828134887182E-08;9.19357328
1175;2.32349438197447E-07;2.62953034565644E-08;9.19605
1176;2.32493981254055E-07;2.63077938525981E-08;9.19852928
1177;2.32638614229961E-07;2.63202846631366E-08;9.20101112
1178;2.32783337181109E-07;2.63327758744489E-08;9.20349552
1179;2.32928150163386E-07;2.63452674727586E-08;9.20598248
1180;2.33073053232918E-07;2.63577594442784E-08;9.208472
1181;2.33218046445712E-07;2.63702517751673E-08;9.21096408
1182;2.33363129857775E-07;2.63827444515435E-08;9.21345872
1183;0.0000042805512113884;4.83863588473859E-07;9.21595592
1184;8.58859402428303E-06;9.70690416749907E-07;9.21845568
1185;0.0000120957020339502;1.36686328429655E-06;9.220958
1186;0.0000148003754709593;1.67225294500533E-06;9.22346288
1187;0.0000167011126978267;1.88673014603063E-06;9.22597032
1188;0.0000177964102070418;2.01016562826762E-06;9.22848032
1189;0.000018084762619201;2.04243012684594E-06;9.23099288
1190;0.0000175646626809336;1.98339437159891E-06;9.233508
1191;0.0000162346012631286;1.83292908757328E-06;9.23602568
1192;0.0000140930673588165;0.0000015909049954973;9.23854592
1193;0.0000111385480813661;1.25719281229043E-06;9.24106872
1194;7.36952866245806E-06;8.31663251547361E-07;9.24359408
1195;2.35257447932292E-07;2.65451743078006E-08;9.246122
1196;2.35403800042764E-07;2.65576703445559E-08;9.24865248
1197;2.35550243197669E-07;2.65701665143971E-08;9.25118552
1198;2.35696777454114E-07;2.65826628029353E-08;9.25372112
1199;2.35843402868411E-07;2.6595159195638E-08;9.25625928
1200;2.35990119497421E-07;2.66076556780047E-08;9.2588
1201;2.36136927397944E-07;2.66201522354849E-08;9.26134328
1202;2.36283826626721E-07;2.66326488534772E-08;9.26388912
1203;2.3643081724049E-07;2.66451455173409E-08;9.26643752
1204;2.36577899296112E-07;2.66576422124078E-08;9.26898848
1205;2.36725072850572E-07;2.66701389239851E-08;9.271542
1206;2.36872337960669E-07;2.66826356373139E-08;9.27409808
1207;4.34492018434894E-06;4.8936110339912E-07;9.27665672
1208;0.0000087177453763489;9.81714019473354E-07;9.27921792
1209;0.0000122775916735596;1.38237882147009E-06;9.28178168
1210;0.0000150229367537143;0.0000016912262166206;9.284348
1211;0.0000169522563983819;1.90812691255481E-06;9.28691688
1212;0.0000180640244910158;2.03295161781595E-06;9.28948832
1213;0.0000183567130149644;2.06557104237267E-06;9.29206232
1214;0.0000178287920515123;2.00585589813724E-06;9.29463888
1215;0.0000164787297779263;1.85367689948614E-06;9.297218
1216;0.0000143049924654112;1.60890476377223E-06;9.29979968
1217;0.0000113060444772453;0.0000012714102118609;9.30238392
1218;7.48034826670595E-06;8.4106396864271E-07;9.30497072
1219;2.38795141924777E-07;2.68450862945229E-08;9.30756008
1220;2.38943694811313E-07;2.68575814634695E-08;9.310152
1221;2.39092340111539E-07;2.68700764085059E-08;9.31274648
1222;2.39241077883049E-07;2.68825711142972E-08;9.31534352
1223;2.39389908183438E-07;2.68950655654665E-08;9.31794312
1224;2.39538831070056E-07;2.69075597465609E-08;9.32054528
1225;2.39687846600681E-07;2.69200536421393E-08;9.32315
1226;2.39836954832907E-07;2.69325472366945E-08;9.32575728
1227;2.39986155824388E-07;2.6945040514684E-08;9.32836712
1228;2.40135449632721E-07;2.69575334605128E-08;9.33097952
1229;2.40284836315926E-07;2.69700260585983E-08;9.33359448
1230;2.40434315931354E-07;2.69825182932277E-08;9.336212
1231;0.0000044102571085108;4.9485830546152E-07;9.33883208
1232;8.84883884742134E-06;9.92736680252878E-07;9.34145472
1233;0.0000124622164864458;1.39789258898364E-06;9.34407992
1234;0.0000152488448113316;1.71019678002205E-06;9.34670768
1235;0.0000172071766831442;1.92952000971804E-06;9.349338
1236;0.0000183356630362926;0.0000020557330429504;9.35197088
1237;0.000018632752876513;2.08870665367093E-06;9.35460632
1238;0.0000180968932788573;2.02831162545168E-06;9.35724432
1239;0.0000167265293857603;1.87441875204458E-06;9.35988488
1240;0.000014520104404913;1.62689883791818E-06;9.362528
1241;0.0000114760596073811;1.28562269882856E-06;9.36517368
1242;7.59283432551875E-06;8.50461162365976E-07;9.36782192
1243;2.42386034142897E-07;2.71448770760672E-08;9.37047272
1244;2.42536820899667E-07;2.71573625566039E-08;9.37312608
1245;2.42687701460087E-07;2.71698474341302E-08;9.375782
1246;2.42838675882302E-07;2.71823316923276E-08;9.37844048
1247;2.42989744224578E-07;2.7194815314846E-08;9.38110152
1248;2.43140906545608E-07;2.72072982853446E-08;9.38376512
1249;2.43292162903721E-07;2.72197805873903E-08;9.38643128
1250;2.43443513357364E-07;2.72322622045224E-08;9.3891
1251;2.4359495796505E-07;2.72447431202401E-08;9.39177128
1252;2.43746496785594E-07;2.72572233180372E-08;9.39444512
1253;2.43898129877384E-07;2.72697027813081E-08;9.39712152
1254;2.44049857299113E-07;2.72821814934383E-08;9.39980048
1255;4.47657653947784E-06;5.00351318376402E-07;9.402482
1256;8.98190364220721E-06;1.00375060696646E-06;9.40516608
1257;0.0000126496176028983;0.0000014133935921691;9.40785272
1258;0.0000154781499710843;1.72915115673898E-06;9.41054192
1259;0.0000174659303426559;1.95089419946106E-06;9.41323368
1260;0.000018611386357875;2.07849363573355E-06;9.415928
1261;0.0000189129436993374;2.11182039814676E-06;9.41862488
1262;0.0000183690260899513;2.05074543706628E-06;9.42132432
1263;0.0000169780552908523;1.89513972121103E-06;9.42402632
1264;0.0000147384510994609;1.64487423825071E-06;9.42673088
1265;0.0000116486313473472;1.29981999538246E-06;9.429438
1266;7.70701189827972E-06;8.59848019932289E-07;9.43214768
1267;2.4603092455704E-07;2.74443287606489E-08;9.43485992
1268;2.46183978776345E-07;2.74567951886716E-08;9.43757472
1269;2.46337128209539E-07;2.74692606112749E-08;9.44029208
1270;2.46490372916048E-07;2.74817250111961E-08;9.443012
1271;2.46643712955237E-07;2.74941883711192E-08;9.44573448
1272;2.46797148386045E-07;2.75066506736249E-08;9.44845952
1273;2.46950679268082E-07;2.75191119013338E-08;9.45118712
1274;2.47104305660713E-07;2.75315720367873E-08;9.45391728
1275;2.47258027623364E-07;2.75440310624856E-08;9.45665
1276;2.4741184521528E-07;2.7556488960862E-08;9.45938528
1277;2.47565758496191E-07;2.75689457143591E-08;9.46212312
1278;2.47719767525526E-07;2.75814013053371E-08;9.46486352
1279;4.54389325174277E-06;5.05836026939254E-07;9.46760648
1280;9.11696940456854E-06;0.0000010147475274304;9.470352
1281;0.0000128398367717058;1.42887015930386E-06;9.47310008
1282;0.0000157109033170336;1.74807503866941E-06;9.47585072
1283;0.0000177285750214516;0.0000019722333062144;9.47860392
1284;0.0000188912558807607;2.10121612780875E-06;9.48135968
1285;0.000019197347903724;0.0000021348946951352;9.484118
1286;0.0000186452511098849;2.07314022629149E-06;9.48687888
1287;0.0000172333635275699;1.91582396641846E-06;9.48964232
1288;0.0000149600811918184;0.000001662817188321;9.49240832
1289;0.000011823798142275;1.31399119308743E-06;9.49517688
1290;7.82290642120633E-06;8.69217310726553E-07;9.497948
1291;2.49730625167608E-07;2.77432100991269E-08;9.50072168
1292;2.49885980946237E-07;2.77556475395454E-08;9.50349792
1293;2.50041433370735E-07;2.77680835477998E-08;9.50627672
1294;0.0000002501969825012;2.77805181055576E-08;9.50905808
1295;2.50352628397609E-07;2.77929511944226E-08;9.511842
1296;2.50508371120427E-07;2.78053827960089E-08;9.51462848
1297;2.50664210729753E-07;2.78178128918365E-08;9.51741752
1298;2.50820147285806E-07;2.78302414633897E-08;9.52020912
1299;2.50976180849052E-07;2.78426684921362E-08;9.52300328
1300;2.51132311479772E-07;2.78550939594683E-08;9.5258
1301;2.51288539238188E-07;2.78675178467234E-08;9.52859928
1302;2.51444864184947E-07;2.78799401352408E-08;9.53140112
1303;4.61222224196087E-06;5.11308065003186E-07;9.53420552
1304;9.25406622413631E-06;1.02571866525095E-06;9.53701248
1305;0.0000130329163694417;1.44430990755259E-06;9.539822
1306;0.0000159471567014466;1.76695324635842E-06;9.54263408
1307;0.0000179951692308909;1.99352016975012E-06;9.54544872
1308;0.0000191753339536451;2.12388220009679E-06;9.54826592
1309;0.0000194860288485678;2.15791089470001E-06;9.55108568
1310;0.000018925629875442;2.09547784645231E-06;9.553908
1311;0.0000174925109728736;1.93645468449259E-06;9.55673288
1312;0.0000151850440562157;1.68071307486815E-06;9.55956032
1313;0.000012001599015424;1.32812472119031E-06;9.56239032
1314;7.94054371299977E-06;8.78561365303679E-07;9.56522288
1315;2.53485960185321E-07;2.80412758137472E-08;9.568058
1316;2.53643652133035E-07;2.80536737319395E-08;9.57089568
1317;2.5380144218022E-07;2.80660697656127E-08;9.57373592
1318;2.53959330387279E-07;2.80784638952628E-08;9.57657872
1319;2.54117316815655E-07;2.80908561014663E-08;9.57942408
1320;0.0000002542754015263;2.81032463646864E-08;9.582272
1321;2.54433584580475E-07;2.81156346653734E-08;9.58512248
1322;2.54591866039193E-07;2.81280209838934E-08;9.58797552
1323;2.54750245963775E-07;2.8140405300601E-08;9.59083112
1324;2.54908724415541E-07;2.81527875957973E-08;9.59368928
1325;2.55067301455749E-07;2.81651678497238E-08;9.59655
1326;2.55225977145536E-07;2.8177546042555E-08;9.59941328
1327;4.68157873231218E-06;5.16762802887528E-07;9.60227912
1328;9.39322464302975E-06;1.03665471452357E-06;9.60514752
1329;0.0000132288994099349;1.45969970728925E-06;9.60801848
1330;0.0000161869627562761;1.78576968527073E-06;9.610892
1331;0.0000182657723622307;0.0000020147365957885;9.61376808
1332;0.0000194636838627587;2.14647243008202E-06;9.61664672
1333;0.000019779050845538;2.18084922400803E-06;9.61952792
1334;0.0000192102248487445;2.11773905872151E-06;9.62241168
1335;0.0000177555553590392;1.95701406138571E-06;9.625298
1336;0.0000154133898093687;1.69854640586136E-06;9.62818688
1337;0.0000121820735768416;1.34220831340837E-06;9.63107832
1338;8.05994998063405E-06;8.87872053393476E-07;9.63397232
1339;2.57297766214802E-07;2.83382658949025E-08;9.63686888
1340;2.57457829462034E-07;2.83506131266995E-08;9.639768
1341;2.57617992283775E-07;2.83629579946642E-08;9.64266968
1342;2.5777825474153E-07;2.83753004781662E-08;9.64557392
1343;2.57938616897656E-07;2.83876405566286E-08;9.64848072
1344;2.58099078813961E-07;2.83999782093536E-08;9.65139008
1345;2.58259640552559E-07;2.84123134156254E-08;9.654302
1346;2.58420302175566E-07;2.84246461546739E-08;9.65721648
1347;2.58581063745094E-07;2.84369764056773E-08;9.66013352
1348;2.58741925323441E-07;2.84493041477781E-08;9.66305312
1349;2.58902886972537E-07;2.8461629360022E-08;9.66597528
1350;2.59063948754985E-07;2.8473952021482E-08;9.6689
1351;4.75197817386816E-06;5.22195334179498E-07;9.67182728
1352;9.53447566263181E-06;1.04754581331955E-06;9.67475712
1353;0.0000134278295538278;1.47502564470944E-06;9.67768952
1354;0.0000164303749049767;1.80450729999814E-06;9.68062448
1355;0.000018540444699793;2.03586330423499E-06;9.683562
1356;0.000019756369846048;2.16896623660095E-06;9.68650208
1357;0.0000200764791733811;2.20368873113535E-06;9.68944472
1358;0.0000194990994311943;2.13990347747649E-06;9.69238992
1359;0.0000180225552864765;1.97748322159599E-06;9.69533768
1360;0.0000156451693216077;1.71630076653355E-06;9.698288
1361;0.0000123652620322454;1.35622897314507E-06;9.70124088
1362;8.18115182514906E-06;8.97140760845771E-07;9.70419632
1363;2.61166892441412E-07;2.86339048644241E-08;9.70715432
1364;2.61329362646777E-07;2.86461895846188E-08;9.71011488
1365;2.61491933923617E-07;2.86584714333875E-08;9.713078
1366;2.61654606335084E-07;2.86707503889847E-08;9.71604368
1367;2.61817379944025E-07;2.86830264295681E-08;9.71901192
1368;2.61980254813164E-07;2.86952995332255E-08;9.72198272
1369;2.6214323100596E-07;2.87075696780774E-08;9.72495608
1370;2.62306308585076E-07;2.87198368420909E-08;9.727932
1371;2.62469487613541E-07;2.8732101003219E-08;9.73091048
1372;2.62632768154693E-07;2.87443621394006E-08;9.73389152
1373;2.62796150271743E-07;2.87566202284949E-08;9.73687512
1374;2.62959634027539E-07;2.87688752482656E-08;9.73986128
1375;4.82343625005463E-06;5.27600461912635E-07;9.74285
1376;9.67785075051721E-06;1.05838151591465E-06;9.74584128
1377;0.0000136297511183143;1.49027298266536E-06;9.74883512
1378;0.0000166774473743318;1.82314802626186E-06;9.75183152
1379;0.0000188192474344519;2.05687987496537E-06;9.75483048
1380;0.0000200534571073887;2.19134182197524E-06;9.757832
1381;0.0000203783800925014;2.22640722620273E-06;9.76083608
1382;0.0000197923179776171;2.16194951304977E-06;9.76384272
1383;0.000018293570236803;1.99784217518364E-06;9.76685192
1384;0.0000158804342282221;1.73395877332543E-06;9.76986368
1385;0.0000125512051919272;1.37017293703398E-06;9.772878
1386;8.30417624761774E-06;9.06358365487726E-07;9.77589488
1387;2.65094200820158E-07;2.89279010036585E-08;9.77891432
1388;2.65259114178089E-07;2.89401106930184E-08;9.78193632
1389;2.65424130127607E-07;2.89523169737852E-08;9.78496088
1390;2.65589248732475E-07;2.89645198229036E-08;9.787988
1391;2.65754470056457E-07;2.89767192172608E-08;9.79101768
1392;2.65919794163621E-07;2.89889151337182E-08;9.79404992
1393;2.66085221117792E-07;2.90011075490529E-08;9.79708472
1394;2.66250750982976E-07;2.90132964400001E-08;9.80012208
1395;2.66416383823242E-07;2.90254817832486E-08;9.803162
1396;2.66582119702475E-07;2.90376635553992E-08;9.80620448
1397;2.66747958685109E-07;2.90498417330663E-08;9.80924952
1398;2.66913900834909E-07;2.90620162927173E-08;9.81229712
1399;4.89596888013713E-06;5.32972684082731E-07;9.81534728
1400;0.0000098233818474502;1.06915076369045E-06;9.8184
1401;0.0000138347090870151;1.50542611963252E-06;9.82145528
1402;0.0000169282352065789;1.84167274064397E-06;9.82451312
1403;0.0000191022426772196;2.07776469101429E-06;9.82757352
1404;0.0000203550118312072;2.21357611141307E-06;9.83063648
1405;0.000020684820859683;2.24898121969661E-06;9.833702
1406;0.0000200899458105292;2.18385431174098E-06;9.83677008
1407;0.0000185686605861015;2.01806976226109E-06;9.83984072
1408;0.0000161192369409961;1.75150202563819E-06;9.84291392
1409;0.0000127399444798666;1.38402563675501E-06;9.84598968
1410;8.42905065513056E-06;9.15515211821887E-07;9.849068
1411;2.69080566267531E-07;2.92199455447894E-08;9.85214888
1412;2.69247959517131E-07;2.92320669556386E-08;9.85523232
1413;2.69415456901152E-07;2.92441843895847E-08;9.85831832
1414;2.6958305848409E-07;2.92562978222135E-08;9.86140688
1415;2.69750764330867E-07;2.92684072291031E-08;9.864498
1416;2.6991857450647E-07;2.92805125857772E-08;9.86759168
1417;2.70086489075515E-07;2.92926138676505E-08;9.87068792
1418;2.7025450810317E-07;2.93047110501448E-08;9.87378672
1419;2.70422631654359E-07;2.93168041085906E-08;9.87688808
1420;2.70590859794067E-07;2.93288930182607E-08;9.879992
1421;2.70759192587461E-07;2.93409777543901E-08;9.88309848
1422;2.70927630099526E-07;2.93530582921291E-08;9.88620752
1423;4.96959222276443E-06;5.38306178474769E-07;9.88931912
1424;9.97110137451461E-06;1.07984185465324E-06;9.89243328
1425;0.00001404274911999;1.52046854672236E-06;9.89555
1426;0.0000171827942716272;1.86006120791367E-06;9.89866928
1427;0.0000193894934731247;2.09849487906993E-06;9.90179112
1428;0.0000206611011971538;0.0000022356446895036;9.90491552
1429;0.000020995869743076;0.000002271385857859;9.90804248
1430;0.0000203920492347977;2.20559369299515E-06;9.911172
1431;0.0000188478876183571;2.03814359483832E-06;9.91430408
1432;0.0000163616306598394;1.76891105527911E-06;9.91743872
1433;0.0000129315219429643;0.0000013977716590314;9.92057592
1434;8.55580286691775E-06;9.24601084525778E-07;9.92371568
1435;2.7312687685676E-07;2.95097118237291E-08;9.926858
1436;2.73296787289626E-07;2.95217309437451E-08;9.93000288
1437;2.73466803422711E-07;2.95337454858463E-08;9.93315032
1438;2.7363692532167E-07;2.95457554242484E-08;9.93630032
1439;2.73807153052343E-07;2.9557760733122E-08;9.93945288
1440;2.7397748668057E-07;2.95697613865748E-08;9.942608
1441;2.74147926272251E-07;2.95817573586566E-08;9.94576568
1442;2.74318471893288E-07;2.95937486233492E-08;9.94892592
1443;2.7448912360958E-07;2.96057351545742E-08;9.95208872
1444;2.74659881487212E-07;2.96177169262081E-08;9.95525408
1445;2.74830745592145E-07;2.96296939120459E-08;9.958422
1446;2.75001715990647E-07;2.96416660858575E-08;9.96159248
1447;5.04432267957148E-06;5.43594786768775E-07;9.96476552
1448;0.0000101210422403249;1.09044241149911E-06;9.96794112
1449;0.0000142539175639037;1.53538280264885E-06;9.97111928
1450;0.0000174411812795692;1.87829202586087E-06;9.9743
1451;0.0000196810638152393;2.11904624713006E-06;9.97748328
1452;0.0000209717933950997;2.25752173370278E-06;9.98066912
1453;0.0000213115960374369;2.29359485500694E-06;9.98385752
1454;0.0000206986955522871;2.22714208356341E-06;9.98704848
1455;0.0000191313135391251;0.0000020580399959045;9.990242
1456;0.0000166076693846529;1.78616527350983E-06;9.99343808
1457;0.0000131259802604116;1.41139470372259E-06;9.99663672
1458;8.68446112054057E-06;9.33605180687922E-07;9.99983792
1459;2.77234034015462E-07;2.97968543926436E-08;10.00304168
1460;2.77406499483865E-07;2.98087564069583E-08;10.006248
1461;2.77579072241798E-07;2.98206532080579E-08;10.00945688
1462;2.7775175235626E-07;2.98325447687355E-08;10.01266832
1463;2.77924539893642E-07;2.98444310616393E-08;10.01588232
1464;2.78097434921187E-07;2.98563120594595E-08;10.01909888
1465;2.78270437505529E-07;2.98681877347373E-08;10.022318
1466;2.78443547713669E-07;2.98800580599954E-08;10.02553968
1467;2.78616765612483E-07;2.98919230076707E-08;10.02876392
1468;2.78790091269095E-07;2.99037825501642E-08;10.03199072
1469;2.7896352475032E-07;2.99156366597668E-08;10.03522008
1470;2.79137066123587E-07;2.99274853087813E-08;10.038452
1471;5.12017689883713E-06;5.48831997889539E-07;10.04168648
1472;0.0000102732378483517;1.10093934816138E-06;10.04492352
1473;0.0000144682614623766;1.55015042655778E-06;10.04816312
1474;0.0000177034537932652;1.89634256749205E-06;10.05140528
1475;0.0000199770186589014;2.13939321919093E-06;10.05465
1476;0.0000212871576403391;2.27917994465377E-06;10.05789728
1477;0.0000216320700795291;2.31558042262487E-06;10.06114712
1478;0.0000210099530769682;2.24847244856206E-06;10.06439952
1479;0.0000194190014893732;2.07773393560929E-06;10.06765448
1480;0.0000168574079273733;1.80324291557684E-06;10.070912
1481;0.0000133233627531635;1.42487753992015E-06;10.07417208
1482;8.81505407818776E-06;9.42516080725197E-07;10.07743472
1483;2.81402952726696E-07;3.00810080903343E-08;10.08069992
1484;2.8157801165207E-07;3.00927773418658E-08;10.08396768
1485;2.81753179480167E-07;3.01045407088964E-08;10.087238
1486;2.81928456279207E-07;3.01162981627105E-08;10.09051088
