t;sucrose_input_rate
1068;3.81197196859072E-09
1069;3.874147251408E-09
1070;3.7631196083115E-09
1071;3.47851283911819E-09
1072;3.01995288533377E-09
1073;2.38706783355336E-09
1074;1.5794879188501E-09
1075;5.04265528735405E-11
1076;5.04623600170739E-11
1077;5.04980631449562E-11
1078;5.05336621597903E-11
1079;5.0569156964415E-11
1080;5.06045474619055E-11
1081;5.06398335555745E-11
1082;5.06750151489727E-11
1083;5.07100921458894E-11
1084;5.07450644503536E-11
1085;5.07799319666341E-11
1086;5.08146945992408E-11
1087;9.32143538788274E-10
1088;1.87038103310752E-09
1089;2.63428595787809E-09
1090;3.22349718927192E-09
1091;3.6376557765702E-09
1092;3.87640494542876E-09
1093;3.93939010113076E-09
1094;3.82625883182678E-09
1095;3.53666091176211E-09
1096;3.07024830449124E-09
1097;2.42667516607953E-09
1098;1.60559784829195E-09
1099;5.1257021403579E-11
1100;5.12903057748699E-11
1101;5.13234838595248E-11
1102;5.13565555660044E-11
1103;5.13895208030232E-11
1104;5.14223794795488E-11
1105;5.14551315048038E-11
1106;5.14877767882659E-11
1107;5.15203152396686E-11
1108;5.15527467690024E-11
1109;5.15850712865148E-11
1110;5.16172887027118E-11
1111;9.46809572989152E-10
1112;1.89969527983921E-09
1113;2.6754128386205E-09
1114;3.27362742827679E-09
1115;3.69400644657139E-09
1116;3.93621951314374E-09
1117;3.99993847255249E-09
1118;3.88483739730497E-09
1119;3.59059259087307E-09
1120;3.11688259069532E-09
1121;2.46338817116538E-09
1122;1.62979234660656E-09
1123;5.20263286480342E-11
1124;5.2057037395215E-11
1125;5.20876377301387E-11
1126;5.21181295675404E-11
1127;5.21485128224254E-11
1128;5.21787874100706E-11
1129;5.22089532460246E-11
1130;5.22390102461088E-11
1131;5.22689583264183E-11
1132;5.22987974033221E-11
1133;5.23285273934641E-11
1134;5.23581482137642E-11
1135;9.60342982042178E-10
1136;1.92673653730778E-09
1137;2.71333792198257E-09
1138;3.31983915148228E-09
1139;3.74593450265457E-09
1140;3.99132051661243E-09
1141;4.05569600155309E-09
1142;3.93876203556256E-09
1143;3.64022196940549E-09
1144;3.15978142930048E-09
1145;2.49714831968075E-09
1146;1.65203282594008E-09
1147;5.27332471267219E-11
1148;5.27613310019133E-11
1149;5.27893044946361E-11
1150;5.28171675263203E-11
1151;5.28449200186844E-11
1152;5.28725618937355E-11
1153;5.29000930737705E-11
1154;5.29275134813768E-11
1155;5.29548230394328E-11
1156;5.29820216711087E-11
1157;5.30091092998673E-11
1158;5.30360858494649E-11
1159;9.7272206939945E-10
1160;1.95146143705549E-09
1161;2.74800036142474E-09
1162;3.36205818990738E-09
1163;3.79335657064098E-09
1164;4.04161945509612E-09
1165;4.10657310065664E-09
1166;3.98794607318447E-09
1167;3.68546924956901E-09
1168;3.19887582026089E-09
1169;2.52790129179037E-09
1170;1.67228348926984E-09
1171;5.33766386381184E-11
1172;5.34020522398962E-11
1173;5.34273536545604E-11
1174;5.34525428106611E-11
1175;5.34776196370546E-11
1176;5.35025840629038E-11
1177;5.35274360176791E-11
1178;5.35521754311589E-11
1179;5.35768022334305E-11
1180;5.36013163548909E-11
1181;5.36257177262474E-11
1182;5.36500062785186E-11
1183;9.83926828587435E-10
1184;1.9738300084767E-09
1185;2.77934410539144E-09
1186;3.40021625352278E-09
1187;3.83619592358698E-09
1188;4.08703492516856E-09
1189;4.1524874090471E-09
1190;4.0323098695078E-09
1191;3.72626114663556E-09
1192;3.23410242859264E-09
1193;2.55559725387987E-09
1194;1.69051151358126E-09
1195;5.39554601054661E-11
1196;5.3978162123462E-11
1197;5.40007503254859E-11
1198;5.40232246476346E-11
1199;5.40455850263287E-11
1200;5.40678313983131E-11
1201;5.40899637006581E-11
1202;5.41119818707596E-11
1203;5.41338858463405E-11
1204;5.41556755654507E-11
1205;5.41773509664686E-11
1206;5.41989119881013E-11
1207;9.93939050783652E-10
1208;1.99380589458423E-09
1209;2.80731820107187E-09
1210;3.43425130279349E-09
1211;3.87438290087935E-09
1212;4.12749306711907E-09
1213;4.19336424602028E-09
1214;4.07178125685014E-09
1215;3.76253129565949E-09
1216;3.26540393728968E-09
1217;2.58019113736194E-09
1218;1.70668723424938E-09
1219;5.44687694600724E-11
1220;5.448872292047E-11
1221;5.45085611220527E-11
1222;5.45282840088894E-11
1223;5.45478915253907E-11
1224;5.45673836163088E-11
1225;5.4586760226739E-11
1226;5.46060213021203E-11
1227;5.46251667882357E-11
1228;5.46441966312135E-11
1229;5.46631107775274E-11
1230;5.4681909173998E-11
1231;1.00274243279687E-09
1232;2.01135656853705E-09
1233;2.83187709916536E-09
1234;3.46410792136735E-09
1235;3.90785532852937E-09
1236;4.16292801253266E-09
1237;4.22913706552935E-09
1238;4.10629598170028E-09
1239;3.79422065899467E-09
1240;3.29272940085139E-09
1241;2.60164291790208E-09
1242;1.72078432965574E-09
1243;5.49157315307757E-11
1244;5.49329040413502E-11
1245;5.49499600464615E-11
1246;5.49668994985728E-11
1247;5.49837223505061E-11
1248;5.5000428555443E-11
1249;5.50170180669255E-11
1250;5.50334908388564E-11
1251;5.50498468255005E-11
1252;5.50660859814846E-11
1253;5.50822082617992E-11
1254;5.50982136217983E-11
1255;1.01032268485772E-09
1256;2.02645354973628E-09
1257;2.85298095796596E-09
1258;3.48973768784169E-09
1259;3.93655893832601E-09
1260;4.19328233054683E-09
1261;4.25974790927621E-09
1262;4.13579814439019E-09
1263;3.82127793230934E-09
1264;3.31603459742029E-09
1265;2.61991789347798E-09
1266;1.7327800049887E-09
1267;5.52956239058982E-11
1268;5.5309987899141E-11
1269;5.53242343465325E-11
1270;5.53383632093461E-11
1271;5.53523744492311E-11
1272;5.53662680282139E-11
1273;5.53800439086978E-11
1274;5.53937020534644E-11
1275;5.54072424256744E-11
1276;5.54206649888675E-11
1277;5.5433969706964E-11
1278;5.5447156544265E-11
1279;1.0166676375782E-09
1280;2.03907261819897E-09
1281;2.87059594494457E-09
1282;3.5110995443733E-09
1283;3.96044778332034E-09
1284;4.21850747008505E-09
1285;4.28514785559837E-09
1286;4.16024063457035E-09
1287;3.8436599466176E-09
1288;3.33528237737082E-09
1289;2.63498695956218E-09
1290;1.74265517409254E-09
1291;5.56078427313915E-11
1292;5.56193757041495E-11
1293;5.56307903068134E-11
1294;5.56420865098738E-11
1295;5.56532642842139E-11
1296;5.56643236011103E-11
1297;5.56752644322338E-11
1298;5.56860867496497E-11
1299;5.5696790525819E-11
1300;5.57073757335987E-11
1301;5.57178423462426E-11
1302;5.5728190337402E-11
1303;1.02176734739118E-09
1304;2.04919402582438E-09
1305;2.8846945338733E-09
1306;3.52816015973423E-09
1307;3.97948464692968E-09
1308;4.23856419517134E-09
1309;4.30529746120229E-09
1310;4.17958555961844E-09
1311;3.86133206366915E-09
1312;3.3504430060369E-09
1313;2.64682687959617E-09
1314;1.75039463815125E-09
1315;5.58519084063247E-11
1316;5.58605931542833E-11
1317;5.58691589336828E-11
1318;5.58776057246255E-11
1319;5.58859335076227E-11
1320;5.58941422635951E-11
1321;5.59022319738736E-11
1322;5.59102026201999E-11
1323;5.59180541847272E-11
1324;5.59257866500208E-11
1325;5.59333999990587E-11
1326;5.59408942152325E-11
1327;1.025614199735E-09
1328;2.05680270307546E-09
1329;2.89525579540739E-09
1330;3.54089428425766E-09
1331;3.9936414427722E-09
1332;4.25342301024124E-09
1333;4.32016719260293E-09
1334;4.19380466292547E-09
1335;3.87426856186752E-09
1336;3.36149449811691E-09
1337;2.65542054880767E-09
1338;1.75598725991527E-09
1339;5.60274711344145E-11
1340;5.60332959796507E-11
1341;5.6039001492944E-11
1342;5.60445876643882E-11
1343;5.60500544845011E-11
1344;5.60554019442254E-11
1345;5.60606300349295E-11
1346;5.60657387484077E-11
1347;5.60707280768813E-11
1348;5.60755980129988E-11
1349;5.60803485498367E-11
1350;5.60849796809003E-11
1351;1.02820300920428E-09
1352;2.06188845951021E-09
1353;2.90226567891675E-09
1354;3.54928509396774E-09
1355;4.00289960217337E-09
1356;4.26306457218485E-09
1357;4.32973784394677E-09
1358;4.20287972882712E-09
1359;3.88245300972488E-09
1360;3.36842294115508E-09
1361;2.66075724931151E-09
1362;1.75942613210672E-09
1363;5.61343162879658E-11
1364;5.61372752977056E-11
1365;5.61401148560958E-11
1366;5.61428349635819E-11
1367;5.6145435621048E-11
1368;5.61479168298179E-11
1369;5.61502785916552E-11
1370;5.61525209087641E-11
1371;5.61546437837901E-11
1372;5.61566472198202E-11
1373;5.6158531220384E-11
1374;5.61602957894538E-11
1375;1.02953111584709E-09
1376;2.06444617651551E-09
1377;2.90571728324365E-09
1378;3.55332452104655E-09
1379;4.00725044612738E-09
1380;4.26748008568956E-09
1381;4.33400093772575E-09
1382;4.20680297078381E-09
1383;3.88587862370959E-09
1384;3.3712228053665E-09
1385;2.66283289433197E-09
1386;1.76070873857057E-09
1387;5.61723695384369E-11
1388;5.61724627330658E-11
1389;5.61724366093194E-11
1390;5.61722911783333E-11
1391;5.61720264516952E-11
1392;5.61716424414459E-11
1393;5.61711391600797E-11
1394;5.61705166205447E-11
1395;5.61697748362438E-11
1396;5.61689138210347E-11
1397;5.6167933589231E-11
1398;5.61668341556022E-11
1399;1.02959847675059E-09
1400;2.06447599052038E-09
1401;2.90561111395742E-09
1402;3.55301356766256E-09
1403;4.00669553835225E-09
1404;4.26667167829671E-09
1405;4.33295910473444E-09
1406;4.20557739926292E-09
1407;3.88454860720552E-09
1408;3.36989723695459E-09
1409;2.66165025929066E-09
1410;1.75983710667772E-09
1411;5.61417017058902E-11
1412;5.61389352541882E-11
1413;5.61360498772932E-11
1414;5.61330455973429E-11
1415;5.61299224369401E-11
1416;5.61266804191524E-11
1417;5.61233195675134E-11
1418;5.61198399060231E-11
1419;5.61162414591479E-11
1420;5.61125242518216E-11
1421;5.61086883094457E-11
1422;5.61047336578898E-11
1423;1.02840775202383E-09
1424;2.0619834648988E-09
1425;2.90195532458307E-09
1426;3.54836260007103E-09
1427;4.00124701594941E-09
1428;4.26065275145144E-09
1429;4.32662643948641E-09
1430;4.19921716564515E-09
1431;3.87847646718084E-09
1432;3.36445833196554E-09
1433;2.65721919742223E-09
1434;1.75681794943234E-09
1435;5.60425332778835E-11
1436;5.60369196773919E-11
1437;5.60311878122585E-11
1438;5.6025337715906E-11
1439;5.60193694222331E-11
1440;5.60132829656146E-11
1441;5.60070783809021E-11
1442;5.60007557034242E-11
1443;5.59943149689873E-11
1444;5.59877562138757E-11
1445;5.59810794748519E-11
1446;5.59742847891575E-11
1447;1.02596438425768E-09
1448;2.0569797487149E-09
1449;2.89476593920138E-09
1450;3.53939161979995E-09
1451;3.99092789407043E-09
1452;4.24944830371031E-09
1453;4.31502882719048E-09
1454;4.18774787836614E-09
1455;3.86768630506269E-09
1456;3.35492738763675E-09
1457;2.64955683751216E-09
1458;1.75166279569094E-09
1459;5.5875238546944E-11
1460;5.58667967873186E-11
1461;5.58582376973768E-11
1462;5.58495613220752E-11
1463;5.58407677068562E-11
1464;5.58318568976478E-11
1465;5.58228289408642E-11
1466;5.58136838834061E-11
1467;5.58044217726614E-11
1468;5.57950426565048E-11
1469;5.57855465832989E-11
1470;5.57759336018943E-11
1471;1.02227667051871E-09
1472;2.04948172041815E-09
1473;2.88406705375412E-09
1474;3.52613050865866E-09
1475;3.975772340908E-09
1476;4.2330952221819E-09
1477;4.29820423829749E-09
1478;4.17120688741787E-09
1479;3.85221307823534E-09
1480;3.3413351281291E-09
1481;2.63868776129775E-09
1482;1.74438810686612E-09
1483;5.56403493146847E-11
1484;5.5629105021854E-11
1485;5.56177446123637E-11
1486;5.56062681429164E-11
1487;5.55946756707082E-11
1488;5.55829672534289E-11
1489;5.55711429492622E-11
1490;5.55592028168862E-11
1491;5.55471469154735E-11
1492;5.55349753046915E-11
1493;5.5522688044703E-11
1494;5.55102851961658E-11
1495;1.01735582591779E-09
1496;2.03951211456333E-09
1497;2.86989101334393E-09
1498;3.50861924425251E-09
1499;3.95582591926932E-09
1500;4.21164253821308E-09
1501;4.27620298656652E-09
1502;4.14964353327613E-09
1503;3.83210282852632E-09
1504;3.3237219014876E-09
1505;2.62464415803925E-09
1506;1.73501537846605E-09
1507;5.53385581099249E-11
1508;5.53245436688499E-11
1509;5.53104146087218E-11
1510;5.52961709981597E-11
1511;5.52818129062825E-11
1512;5.52673404027087E-11
1513;5.52527535575568E-11
1514;5.52380524414457E-11
1515;5.52232371254945E-11
1516;5.5208307681323E-11
1517;5.51932641810519E-11
1518;5.51781066973028E-11
1519;1.01121603778464E-09
1520;2.02709962961305E-09
1521;2.85227856279407E-09
1522;3.48690808265914E-09
1523;3.93114579095937E-09
1524;4.18515164330346E-09
1525;4.24908794656976E-09
1526;4.12311935629234E-09
1527;3.807412874021E-09
1528;3.30213784465534E-09
1529;2.60746595375284E-09
1530;1.7235712248108E-09
1531;5.49707208678996E-11
1532;5.49539755217322E-11
1533;5.49371173416548E-11
1534;5.49201464083289E-11
1535;5.49030628029197E-11
1536;5.48858666070964E-11
1537;5.48685579030322E-11
1538;5.48511367734046E-11
1539;5.48336033013952E-11
1540;5.48159575706901E-11
1541;5.47981996654799E-11
1542;5.47803296704599E-11
1543;1.00387450947922E-09
1544;2.01227901487927E-09
1545;2.83127896773362E-09
1546;3.46105770492286E-09
1547;3.90180088020451E-09
1548;4.15369646123423E-09
1549;4.21693472656084E-09
1550;4.09170826259537E-09
1551;3.77821196055376E-09
1552;3.27664301337358E-09
1553;2.58720091260452E-09
1554;1.71008744527271E-09
1555;5.45378590178391E-11
1556;5.45184289412935E-11
1557;5.44988881059833E-11
1558;5.44792366046894E-11
1559;5.44594745306985E-11
1560;5.44396019778033E-11
1561;5.44196190403025E-11
1562;5.43995258130006E-11
1563;5.43793223912085E-11
1564;5.43590088707427E-11
1565;5.43385853479261E-11
1566;5.43180519195875E-11
1567;9.9535149287867E-10
1568;1.99509113467793E-09
1569;2.8069501034985E-09
1570;3.43113932405596E-09
1571;3.86787199238463E-09
1572;4.11736357244021E-09
1573;4.17983179267615E-09
1574;4.05549664259395E-09
1575;3.7445803692672E-09
1576;3.24730747383945E-09
1577;2.56390470799597E-09
1578;1.69460107040925E-09
1579;5.40411609269107E-11
1580;5.40190992717047E-11
1581;5.39969292241381E-11
1582;5.39746508891361E-11
1583;5.39522643721294E-11
1584;5.39297697790546E-11
1585;5.39071672163538E-11
1586;5.38844567909746E-11
1587;5.38616386103702E-11
1588;5.38387127824991E-11
1589;5.38156794158253E-11
1590;5.37925386193179E-11
1591;9.85670308596831E-10
1592;1.97558300780733E-09
1593;2.77935850919245E-09
1594;3.39723474930268E-09
1595;3.82945188441907E-09
1596;4.07625228673727E-09
1597;4.13788054052542E-09
1598;4.01458343825606E-09
1599;3.70660997671177E-09
1600;3.21421135306483E-09
1601;2.53764096093081E-09
1602;1.67715438639601E-09
1603;5.34819826497851E-11
1604;5.34573495600734E-11
1605;5.34326107356259E-11
1606;5.34077662934811E-11
1607;5.33828163511805E-11
1608;5.33577610267689E-11
1609;5.33326004387938E-11
1610;5.33073347063054E-11
1611;5.32819639488563E-11
1612;5.32564882865019E-11
1613;5.32309078397993E-11
1614;5.32052227298077E-11
1615;9.74857353021872E-10
1616;1.95380782051984E-09
1617;2.74857940433546E-09
1618;3.35943640452512E-09
1619;3.78664528327048E-09
1620;4.03047466064598E-09
1621;4.09119531036036E-09
1622;3.96908015547239E-09
1623;3.6644042640806E-09
1624;3.17744484498717E-09
1625;2.50848124333605E-09
1626;1.65779493622512E-09
1627;5.28618479349554E-11
1628;5.28347105307684E-11
1629;5.28074703392786E-11
1630;5.27801274895481E-11
1631;5.2752682111137E-11
1632;5.27251343341032E-11
1633;5.26974842890022E-11
1634;5.26697321068868E-11
1635;5.26418779193071E-11
1636;5.26139218583096E-11
1637;5.25858640564373E-11
1638;5.25577046467295E-11
1639;9.62942091297653E-10
1640;1.92982491123731E-09
1641;2.71469666564273E-09
1642;3.31784729771334E-09
1643;3.7395688491936E-09
1644;3.98015545572797E-09
1645;4.03990334219032E-09
1646;3.91911081798789E-09
1647;3.6180782723395E-09
1648;3.13710816952842E-09
1649;2.47650504412971E-09
1650;1.636575496212E-09
1651;5.21824474414412E-11
1652;5.21528797682612E-11
1653;5.21232125421578E-11
1654;5.20934459040651E-11
1655;5.2063579995407E-11
1656;5.2033614958098E-11
1657;5.20035509345417E-11
1658;5.19733880676316E-11
1659;5.19431265007494E-11
1660;5.19127663777658E-11
1661;5.18823078430394E-11
1662;5.18517510414162E-11
1663;9.49957035426257E-10
1664;1.90369972536571E-09
1665;2.67780276162647E-09
1666;3.27258093880653E-09
1667;3.68835108056625E-09
1668;3.92543203457723E-09
1669;3.98414466744598E-09
1670;3.86481185961256E-09
1671;3.56775850022416E-09
1672;3.09331148198358E-09
1673;2.44179969597286E-09
1674;1.61355402645181E-09
1675;5.14456371226791E-11
1676;5.14137200654328E-11
1677;5.13817069722098E-11
1678;5.13495979955994E-11
1679;5.13173932886708E-11
1680;5.12850930049728E-11
1681;5.12526972985329E-11
1682;5.12202063238574E-11
1683;5.11876202359302E-11
1684;5.1154939190213E-11
1685;5.11221633426443E-11
1686;5.10892928496388E-11
1687;9.35937706733629E-10
1688;1.87550373869491E-09
1689;2.6379986428981E-09
1690;3.22376120323978E-09
1691;3.63313215739866E-09
1692;3.86645419138675E-09
1693;3.92407193407606E-09
1694;3.80633195170079E-09
1695;3.51358274233509E-09
1696;3.04617473034646E-09
1697;2.40446026082483E-09
1698;1.58879359398723E-09
1699;5.06534357382627E-11
1700;5.06192568981862E-11
1701;5.05849858156897E-11
1702;5.05506226547348E-11
1703;5.05161675797496E-11
1704;5.04816207556284E-11
1705;5.0446982347731E-11
1706;5.04122525218818E-11
1707;5.03774314443697E-11
1708;5.03425192819469E-11
1709;5.03075162018287E-11
1710;5.02724223716925E-11
1711;9.20922582017522E-10
1712;1.84531434802558E-09
1713;2.59539358626908E-09
1714;3.1715221389036E-09
1715;3.57406372092671E-09
1716;3.80338391434243E-09
1717;3.85985016230184E-09
1718;3.7438317632201E-09
1719;3.45569986486971E-09
1720;2.99582745845026E-09
1721;2.36458937263459E-09
1722;1.56236226759145E-09
1723;4.98080214587762E-11
1724;4.97716749918129E-11
1725;4.97352403450111E-11
1726;4.96987176933526E-11
1727;4.96621072122696E-11
1728;4.9625409077644E-11
1729;4.95886234658071E-11
1730;4.95517505535379E-11
1731;4.95147905180635E-11
1732;4.94777435370573E-11
1733;4.94406097886389E-11
1734;4.94033894513732E-11
1735;9.04953022787527E-10
1736;1.81321472784768E-09
1737;2.55010499100779E-09
1738;3.11600771452136E-09
1739;3.51130858705576E-09
1740;3.73639507748323E-09
1741;3.7916564286489E-09
1742;3.67748365111612E-09
1743;3.39426951688905E-09
1744;2.94240855311257E-09
1745;2.32229703574962E-09
1746;1.53433298323598E-09
1747;4.89117275342641E-11
1748;4.88733139498951E-11
1749;4.88348165080398E-11
1750;4.87962353942779E-11
1751;4.87575707946205E-11
1752;4.87188228955091E-11
1753;4.86799918838151E-11
1754;4.86410779468383E-11
1755;4.86020812723066E-11
1756;4.8563002048375E-11
1757;4.85238404636245E-11
1758;4.84845967070612E-11
1759;8.88073187110826E-10
1760;1.7792936521047E-09
1761;2.50225812590593E-09
1762;3.05737150781442E-09
1763;3.44504039183458E-09
1764;3.66567306010851E-09
1765;3.71967947632732E-09
1766;3.60747127912085E-09
1767;3.3294617754257E-09
1768;2.88606593383163E-09
1769;2.27770037790666E-09
1770;1.50478337950046E-09
1771;4.79670370029135E-11
1772;4.79266629225857E-11
1773;4.78862095559431E-11
1774;4.78456770986701E-11
1775;4.78050657468601E-11
1776;4.7764375697015E-11
1777;4.77236071460437E-11
1778;4.76827602912616E-11
1779;4.76418353303894E-11
1780;4.76008324615519E-11
1781;4.75597518832774E-11
1782;4.75185937944962E-11
1783;8.70329923694553E-10
1784;1.74364528031388E-09
1785;2.45198582614196E-09
1786;2.9957763322347E-09
1787;3.37544316760387E-09
1788;3.59141429231062E-09
1789;3.64411925053848E-09
1790;3.53398916364591E-09
1791;3.26145672319838E-09
1792;2.82695618398023E-09
1793;2.23092335698621E-09
1794;1.47379560239288E-09
1795;4.69765764232803E-11
1796;4.69343542978947E-11
1797;4.68920576935212E-11
1798;4.68496868153837E-11
1799;4.68072418690903E-11
1800;4.6764723060632E-11
1801;4.6722130596382E-11
1802;4.66794646830941E-11
1803;4.66367255279018E-11
1804;4.65939133383174E-11
1805;4.65510283222305E-11
1806;4.65080706879068E-11
1807;8.51772647965954E-10
1808;1.70636890757492E-09
1809;2.39942813929991E-09
1810;2.93139380149994E-09
1811;3.30271084897937E-09
1812;3.51382572576251E-09
1813;3.56518635784903E-09
1814;3.45724214595032E-09
1815;3.19044395820678E-09
1816;2.76524412288621E-09
1817;2.18209642106347E-09
1818;1.4414560792812E-09
1819;4.59431086208463E-11
1820;4.58991564070948E-11
1821;4.58551347434594E-11
1822;4.58110438440674E-11
1823;4.57668839234022E-11
1824;4.57226551963023E-11
1825;4.56783578779597E-11
1826;4.5633992183919E-11
1827;4.55895583300756E-11
1828;4.55450565326753E-11
1829;4.55004870083123E-11
1830;4.54558499739282E-11
1831;8.32453200054535E-10
1832;1.66756867828756E-09
1833;2.34473192030832E-09
1834;2.86440383166555E-09
1835;3.2270467083939E-09
1836;3.43312422949271E-09
1837;3.48310144938702E-09
1838;3.37744479037118E-09
1839;3.11662203503487E-09
1840;2.70110231867179E-09
1841;2.1313561216711E-09
1842;1.40785526189168E-09
1843;4.48695244478307E-11
1844;4.48239652435227E-11
1845;4.47783418241331E-11
1846;4.47326544119864E-11
1847;4.46869032297322E-11
1848;4.46410885003439E-11
1849;4.45952104471175E-11
1850;4.454926929367E-11
1851;4.45032652639381E-11
1852;4.44571985821772E-11
1853;4.44110694729593E-11
1854;4.43648781611724E-11
1855;8.12425684735382E-10
1856;1.62735326371026E-09
1857;2.28805037550428E-09
1858;2.79499408100708E-09
1859;3.14866272153374E-09
1860;3.34953591103309E-09
1861;3.39809452828007E-09
1862;3.29482070905233E-09
1863;3.04019783829088E-09
1864;2.63471054224519E-09
1865;2.0788446806027E-09
1866;1.37308733860284E-09
1867;4.3758833563942E-11
1868;4.37117952028386E-11
1869;4.36646980494063E-11
1870;4.36175423333914E-11
1871;4.35703282848317E-11
1872;4.35230561340548E-11
1873;4.34757261116771E-11
1874;4.34283384486017E-11
1875;4.33808933760175E-11
1876;4.33333911253973E-11
1877;4.32858319284965E-11
1878;4.32382160173517E-11
1879;7.91746293558905E-10
1880;1.58583550382585E-09
1881;2.22954255649864E-09
1882;2.72335932856476E-09
1883;3.06777886365746E-09
1884;3.2632953640216E-09
1885;3.31040418246525E-09
1886;3.20960181429733E-09
1887;2.96138588925127E-09
1888;2.5662551633948E-09
1889;2.02470951102613E-09
1890;1.33724991655638E-09
1891;4.26141542550956E-11
1892;4.2565768862174E-11
1893;4.2517330268255E-11
1894;4.24688387096654E-11
1895;4.24202944229869E-11
1896;4.23716976450548E-11
1897;4.2323048612956E-11
1898;4.22743475640278E-11
1899;4.2225594735856E-11
1900;4.21767903662737E-11
1901;4.21279346933592E-11
1902;4.20790279554348E-11
1903;7.70473109568349E-10
1904;1.54313201433401E-09
1905;2.16937280501762E-09
1906;2.64970079281318E-09
1907;2.98462233847678E-09
1908;3.17464484407994E-09
1909;3.22027674475069E-09
1910;3.12202750040268E-09
1911;2.88040758745213E-09
1912;2.4959284905231E-09
1913;1.96910269414096E-09
1914;1.3004436744142E-09
1915;4.14387023169718E-11
1916;4.13891058254566E-11
1917;4.13394618719258E-11
1918;4.1289770698382E-11
1919;4.12400325470437E-11
1920;4.11902476603439E-11
1921;4.11404162809279E-11
1922;4.10905386516521E-11
1923;4.10406150155822E-11
1924;4.09906456159913E-11
1925;4.09406306963585E-11
1926;4.08905705003667E-11
1927;7.4866589519083E-10
1928;1.499362759961E-09
1929;2.1077101504183E-09
1930;2.57422539255939E-09
1931;2.89942674200185E-09
1932;3.08383337555724E-09
1933;3.12796538279397E-09
1934;3.03234375759022E-09
1935;2.79749038967691E-09
1936;2.42392805617101E-09
1937;1.91218041309914E-09
1938;1.26277198691171E-09
1939;4.02357790405467E-11
1940;4.01851106724858E-11
1941;4.01344007066387E-11
1942;4.00836493897198E-11
1943;4.00328569686182E-11
1944;3.99820236903955E-11
1945;3.99311498022846E-11
1946;3.98802355516878E-11
1947;3.98292811861744E-11
1948;3.97782869534798E-11
1949;3.9727253101503E-11
1950;3.96761798783053E-11
1951;7.26385864079104E-10
1952;1.45465059566115E-09
1953;2.04472766211709E-09
1954;2.49714495283504E-09
1955;2.8124311645016E-09
1956;2.99111579252879E-09
1957;3.03372912247296E-09
1958;2.94080222144594E-09
1959;2.71286692951853E-09
1960;2.35045585111643E-09
1961;1.85410234640881E-09
1962;1.22434052268956E-09
1963;3.90087583473167E-11
1964;3.89571600599217E-11
1965;3.89055261404434E-11
1966;3.88538568392892E-11
1967;3.88021524069978E-11
1968;3.87504130942371E-11
1969;3.86986391518021E-11
1970;3.86468308306135E-11
1971;3.85949883817154E-11
1972;3.85431120562736E-11
1973;3.84912021055738E-11
1974;3.84392587810196E-11
1975;7.03695437877343E-10
1976;1.40912077767834E-09
1977;1.98060175972464E-09
1978;2.41867535922735E-09
1979;2.72387923449592E-09
1980;2.89675171825484E-09
1981;2.9378318089547E-09
1982;2.84765916207775E-09
1983;2.62677408143816E-09
1984;2.27571751047697E-09
1985;1.79503102355206E-09
1986;1.18525681722312E-09
1987;3.77610731327244E-11
1988;3.77086890331497E-11
1989;3.76562753436432E-11
1990;3.76038323172379E-11
1991;3.75513602070523E-11
1992;3.74988592662887E-11
1993;3.74463297482308E-11
1994;3.73937719062423E-11
1995;3.73411859937646E-11
1996;3.7288572264315E-11
1997;3.72359309714847E-11
1998;3.71832623689369E-11
1999;6.80657989083033E-10
2000;1.3629004468343E-09
2001;1.9155114842419E-09
2002;2.33903566477978E-09
2003;2.63401810947052E-09
2004;2.80100448812943E-09
2005;2.84054101060536E-09
2006;2.75317441801845E-09
2007;2.53945197399489E-09
2008;2.1999214558989E-09
2009;1.7351311460621E-09
2010;1.14562982301028E-09
2011;3.64962008871563E-11
2012;3.64431766188423E-11
2013;3.63901288530622E-11
2014;3.63370578443634E-11
2015;3.6283963847332E-11
2016;3.62308471165905E-11
2017;3.61777079067958E-11
2018;3.61245464726372E-11
2019;3.60713630688346E-11
2020;3.60181579501363E-11
2021;3.5964931371317E-11
2022;3.59116835871758E-11
2023;6.57337571375977E-10
2024;1.31611808680948E-09
2025;1.84963773423321E-09
2026;2.25844715427914E-09
2027;2.54309741877849E-09
2028;2.70414002197211E-09
2029;2.74212687172004E-09
2030;2.65761028071049E-09
2031;2.45114295766836E-09
2032;2.12327799856338E-09
2033;1.67456887781823E-09
2034;1.10556943951642E-09
2035;3.5217648674684E-11
2036;3.51641307788375E-11
2037;3.51105955012173E-11
2038;3.50570430967391E-11
2039;3.5003473820308E-11
2040;3.49498879268175E-11
2041;3.4896285671147E-11
2042;3.48426673081594E-11
2043;3.47890330926998E-11
2044;3.47353832795929E-11
2045;3.46817181236411E-11
2046;3.46280378796225E-11
2047;6.33798638981688E-10
2048;1.2689029605753E-09
2049;1.78316247144518E-09
2050;2.17713237142193E-09
2051;2.45136816495423E-09
2052;2.60642565232562E-09
2053;2.64286092087282E-09
2054;2.56123033620623E-09
2055;2.36209053343231E-09
2056;2.04599840837827E-09
2057;1.61351110881916E-09
2058;1.06518602570741E-09
2059;3.39289375602986E-11
2060;3.38750728165144E-11
2061;3.38211968020133E-11
2062;3.37673097709037E-11
2063;3.37134119772343E-11
2064;3.36595036749924E-11
2065;3.36055851181018E-11
2066;3.35516565604203E-11
