t;sucrose_input_rate
1312;1.8457076651965e-11
1313;1.49621845021732e-11
1314;1.29009252859201e-11
1315;1.16839062283979e-11
1316;1.09624191104542e-11
1317;8.80635129424417e-12
1318;9.35499309715712e-12
1319;9.4527731058686e-12
1320;9.39092134656681e-12
1321;1.39931393481299e-10
1322;2.25629814474643e-10
1323;2.6397113335261e-10
1324;2.80149641390499e-10
1325;2.86692410382965e-10
1326;2.89197704473544e-10
1327;2.89879512103013e-10
1328;2.89205237617317e-10
1329;2.88431397336668e-10
1330;2.87741357656517e-10
1331;2.87039770658155e-10
1332;2.8619651474147e-10
1333;1.37848517300821e-10
1334;7.00102649630463e-11
1335;3.94182572157846e-11
1336;2.26903854460049e-11
1337;1.74172101084311e-11
1338;2.0636433598888e-11
1339;2.15749787894263e-11
1340;2.17100707752476e-11
1341;2.15613550711836e-11
1342;2.12642149194077e-11
1343;2.09462133841536e-11
1344;2.06306826074655e-11
1345;1.35743864716784e-10
1346;2.20677410433388e-10
1347;2.57722451216593e-10
1348;2.7298808048667e-10
1349;2.78745569246827e-10
1350;2.76988942593079e-10
1351;2.74569894716616e-10
1352;2.73451181087074e-10
1353;2.72494204508135e-10
1354;2.716432649256e-10
1355;2.70853431632771e-10
1356;2.70200844875181e-10
1357;1.35770279197091e-10
1358;6.9119644715866e-11
1359;3.63223696471419e-11
1360;2.08271332399146e-11
1361;1.32367707044895e-11
1362;9.46823184965056e-12
1363;7.42086714738717e-12
1364;6.21866470664888e-12
1365;2.80267716989947e-12
1366;3.69655041672031e-12
1367;3.89474949322342e-12
1368;3.81060307101569e-12
1369;1.1819447153478e-10
1370;2.02935355034043e-10
1371;2.38995379041312e-10
1372;2.5403217170583e-10
1373;2.59782638763141e-10
1374;2.61746263944806e-10
1375;2.62137519738695e-10
1376;2.61760413460984e-10
1377;2.61114512491426e-10
1378;2.60342780505623e-10
1379;2.59585238158761e-10
1380;2.58670509272501e-10
1381;1.26344972797347e-10
1382;5.99437039034284e-11
1383;2.7877833728235e-11
1384;1.24099660876337e-11
1385;4.98750106147810e-12
1386;1.24174196543994e-12
1387;8.81336925376207e-13
1388;-1.18067809177472e-12
1389;-2.27562914674872e-12
1390;-2.94768844993632e-12
1391;-3.37272647596411e-12
1392;-3.70938583856583e-12
1393;1.06791080669686e-10
1394;1.88967102601664e-10
1395;2.2471376669307e-10
1396;2.38985977887234e-10
1397;2.44996418753676e-10
1398;2.55905795240115e-10
1399;2.59110449008899e-10
1400;2.60141184127124e-10
1401;2.60333765334819e-10
1402;2.60319830785724e-10
1403;2.60278817527908e-10
1404;2.5995505743462e-10
1405;1.23546533700419e-10
1406;5.97611790347107e-11
1407;2.89284467661035e-11
1408;1.45730619261121e-11
1409;7.64399574003524e-12
1410;4.19617315574585e-12
1411;2.54552043518095e-12
1412;1.69293677221914e-12
1413;1.24092200523632e-12
1414;9.93806836334662e-13
1415;8.48590906973262e-13
1416;7.21049244090397e-13
1417;1.16635716766254e-10
1418;2.0106967471389e-10
1419;2.37723888647973e-10
1420;2.52941860755623e-10
1421;2.59750943715919e-10
1422;2.5335444131461e-10
1423;2.494427471226e-10
1424;2.59444251787454e-10
1425;2.6329499847653e-10
1426;2.64434259468609e-10
1427;2.64598608272617e-10
1428;2.64740987588237e-10
1429;1.28044830452309e-10
1430;6.07981299869131e-11
1431;2.85643900092502e-11
1432;1.30132852924027e-11
1433;5.29169040237541e-12
1434;1.37865126507758e-12
1435;-7.50390389280936e-13
1436;-2.01334145835793e-12
1437;-2.73675018445512e-12
1438;-3.26994980945825e-12
1439;-3.86585723826679e-12
1440;-5.98049949455344e-12
1441;1.12103808081292e-10
1442;1.98701728453587e-10
1443;2.36586378982466e-10
1444;2.5282879664121e-10
1445;2.59389419619607e-10
1446;2.61935202629865e-10
1447;2.62759776537917e-10
1448;2.64063264607206e-10
1449;2.62544116449167e-10
1450;2.61517324293486e-10
1451;2.6107258994465e-10
1452;2.60434320951086e-10
1453;1.22006145545639e-10
1454;5.34029178673585e-11
1455;1.92470524716114e-11
1456;2.94899159372344e-12
1457;-2.81554104083134e-12
1458;-7.7033015735081e-12
1459;-1.0120558343361e-11
1460;-1.14947680999797e-11
1461;-1.24047705066205e-11
1462;-1.32360844414241e-11
1463;-2.27392144155091e-11
1464;-2.65164858566302e-11
1465;8.92521399931745e-11
1466;1.76832081337495e-10
1467;2.16667521245801e-10
1468;2.33622842690877e-10
1469;2.4061677924396e-10
1470;2.43520900028686e-10
1471;2.44628385573558e-10
1472;2.44678244136004e-10
1473;2.40440199809792e-10
1474;2.42766877074295e-10
1475;2.41389967796728e-10
1476;2.42768056322474e-10
1477;1.02951095422622e-10
1478;3.18435581473258e-11
1479;-3.48098303370497e-12
1480;-1.96892354839085e-11
1481;-2.63197098515249e-11
1482;-2.99599532458649e-11
1483;-3.16671944129384e-11
1484;-3.21675526613665e-11
1485;-3.24593783292426e-11
1486;-3.27617302542442e-11
1487;-3.3452860223576e-11
1488;-3.33211057534012e-11
1489;8.01401348804648e-11
1490;1.69720051200519e-10
1491;2.12705730108478e-10
1492;2.31121763612379e-10
1493;2.42110585284896e-10
1494;2.44873248795545e-10
1495;2.46080792264321e-10
1496;2.46468515717669e-10
1497;2.49331610693763e-10
1498;2.48838520673236e-10
1499;2.48635095964165e-10
1500;2.47606056035703e-10
1501;1.06470862231808e-10
1502;3.30958647580791e-11
1503;-4.29674816742971e-12
1504;-2.13239545306343e-11
1505;-2.92699698320964e-11
1506;-3.33959895845535e-11
1507;-3.54275685459726e-11
1508;-3.65581452187519e-11
1509;-3.69723300987136e-11
1510;-3.69190323422628e-11
1511;-3.68913904283059e-11
1512;-3.42738264042249e-11
1513;8.19908380685112e-11
1514;1.75547356418523e-10
1515;2.21622014402317e-10
1516;2.43047061810791e-10
1517;2.53151506029148e-10
1518;2.5360440942417e-10
1519;2.57936360754883e-10
1520;2.59064565305611e-10
1521;2.59505819768874e-10
1522;2.60168115539336e-10
1523;2.6017216013507e-10
1524;2.59171447882448e-10
1525;1.14761184872967e-10
1526;4.08961785809178e-11
1527;1.45724679382282e-12
1528;-1.75146001610383e-11
1529;-2.631264862097e-11
1530;-3.06000480442435e-11
1531;-3.27181580590776e-11
1532;-3.38408650615241e-11
1533;-3.32418056159853e-11
1534;-3.42995859788039e-11
1535;-3.47649233096675e-11
1536;-3.50618395610633e-11
1537;7.85424095991e-11
1538;1.72477860161451e-10
1539;2.22350589220537e-10
1540;2.44271267807791e-10
1541;2.55370721440056e-10
1542;2.60261468725961e-10
1543;2.62465609567251e-10
1544;2.62780547122365e-10
1545;2.63022221773835e-10
1546;2.62962132351943e-10
1547;2.627588345069e-10
1548;2.62357935431175e-10
1549;1.16952009222294e-10
1550;4.22572035614625e-11
1551;1.71715904390606e-12
1552;-1.85128866212943e-11
1553;-2.8234457702557e-11
1554;-3.30111807408808e-11
1555;-3.72332314681462e-11
1556;-3.73587285971798e-11
1557;-3.77188473097529e-11
1558;-4.00798611557409e-11
1559;-3.86654198377881e-11
1560;-3.79418509475684e-11
1561;7.29184810269279e-11
1562;1.66786943040501e-10
1563;2.16685941544637e-10
1564;2.41074676550312e-10
1565;2.53644170985865e-10
1566;2.59411197045664e-10
1567;2.62119271362764e-10
1568;2.6283916411324e-10
1569;2.62904630603168e-10
1570;2.62811162942857e-10
1571;2.6265464099292e-10
1572;2.62072343279065e-10
1573;1.18749514405603e-10
1574;4.52871316821264e-11
1575;3.99496793902937e-12
1576;-1.76189378015587e-11
1577;-2.49344899906306e-11
1578;-3.19828464569571e-11
1579;-3.54401161702359e-11
1580;-4.01044405824408e-11
1581;-3.91793823344612e-11
1582;-3.8814270814713e-11
1583;-3.86492552108769e-11
1584;-3.85662544258885e-11
1585;6.94022293826276e-11
1586;1.62355842751175e-10
1587;2.13337170385889e-10
1588;2.39845785235005e-10
1589;2.52591316449061e-10
1590;2.59162600956816e-10
1591;2.62363897297849e-10
1592;2.63560177066532e-10
1593;2.64014124193812e-10
1594;2.64099183248825e-10
1595;2.59714544212852e-10
1596;2.61499230050803e-10
1597;1.2267355373076e-10
1598;5.04739747410864e-11
1599;8.26335553375439e-12
1600;-1.45141516672231e-11
1601;-2.62705471258965e-11
1602;-3.2390697620278e-11
1603;-3.5366369318318e-11
1604;-3.70804098865711e-11
1605;-3.78299181674199e-11
1606;-3.82013776514853e-11
1607;-3.837899138803e-11
1608;-3.84397167647312e-11
1609;6.42992746987119e-11
1610;1.30728907024915e-10
1611;1.86061905584478e-10
1612;2.29362271947760e-10
1613;2.54409537699837e-10
1614;2.69919869109404e-10
1615;2.75251480040065e-10
1616;2.7766707014733e-10
1617;2.78821179374833e-10
1618;2.78826899817822e-10
1619;2.78441147131936e-10
1620;2.77567361408568e-10
1621;1.64276924296387e-10
1622;9.42137019353544e-11
1623;4.88472525569006e-11
1624;2.1490979704593e-11
1625;5.14591109001909e-12
1626;-4.4793276322336e-12
1627;-9.88519958698972e-12
1628;-1.30996595298471e-11
1629;-1.50753180672327e-11
1630;-1.6483133157186e-11
1631;-1.74840415855951e-11
1632;-1.82777897598295e-11
1633;5.56409864273258e-11
1634;1.45287397665273e-10
1635;2.00809488492115e-10
1636;2.31194944598455e-10
1637;2.47748730496026e-10
1638;2.5666044672202e-10
1639;2.60983866183799e-10
1640;2.6332004545897e-10
1641;2.58867740038491e-10
1642;2.61616903257324e-10
1643;2.62339394001044e-10
1644;2.62262008839811e-10
1645;1.49076689123337e-10
1646;7.8888254676914e-11
1647;3.30447023813518e-11
1648;4.65665589905353e-12
1649;-1.18230196004012e-11
1650;-2.11778302237576e-11
1651;-2.62877986632095e-11
1652;-2.95401312782289e-11
1653;-3.16557833958449e-11
1654;-3.31071655767722e-11
1655;-3.4134279062061e-11
1656;-3.50066285296723e-11
1657;3.60156638515102e-11
1658;1.23999339132198e-10
1659;1.81211555883569e-10
1660;2.15005537361492e-10
1661;2.33194353174644e-10
1662;2.47787942975494e-10
1663;2.5051539774242e-10
1664;2.52217945263616e-10
1665;2.52655271373093e-10
1666;2.5239066904339e-10
1667;2.51727710390198e-10
1668;2.5137593946186e-10
1669;1.38216556204701e-10
1670;6.81582262557531e-11
1671;2.06850717570988e-11
1672;-9.30572066250708e-12
1673;-2.61024407322757e-11
1674;-3.61884632249127e-11
1675;-3.74513326235048e-11
1676;-3.87693542594025e-11
1677;-4.07653483174164e-11
1678;-4.0396657079285e-11
1679;-4.19589304297532e-11
1680;-4.5345532450022e-11
1681;2.65758149072937e-11
1682;1.13441509137529e-10
1683;1.71527661940115e-10
1684;2.07166663830985e-10
1685;2.28095177509669e-10
1686;2.39986665911647e-10
1687;2.46667075802063e-10
1688;2.50034209273068e-10
1689;2.51474137530609e-10
1690;2.48302048884306e-10
1691;2.49927479242711e-10
1692;2.50173794998188e-10
1693;1.38457376688221e-10
1694;7.07117935685551e-11
1695;2.43862122658548e-11
1696;-5.56647000036813e-12
1697;-2.1156393316607e-11
1698;-3.27065291875044e-11
1699;-3.95960116356479e-11
1700;-4.37019233818124e-11
1701;-4.62183590954802e-11
1702;-4.78153115278343e-11
1703;-4.88822980223003e-11
1704;-4.96053082655325e-11
1705;1.56930404483366e-11
1706;9.80152261091231e-11
1707;1.55580270829418e-10
1708;1.92466205936382e-10
1709;2.15060960856534e-10
1710;2.28723402808362e-10
1711;2.36777287092945e-10
1712;2.43046853766894e-10
1713;2.460602068121e-10
1714;2.48020751773516e-10
1715;2.475499125111e-10
1716;2.48971834210707e-10
1717;1.39815444960228e-10
1718;7.47208424568972e-11
1719;2.85925650636582e-11
1720;-2.58535501888768e-12
1721;-2.19809908463786e-11
1722;-3.41712897636583e-11
1723;-4.16640068393328e-11
1724;-4.63502034540259e-11
1725;-4.86708763326653e-11
1726;-5.03304135071746e-11
1727;-5.13395971291575e-11
1728;-5.25095395346175e-11
1729;8.93631376540487e-12
1730;8.74518852294817e-11
1731;1.44458091783448e-10
1732;1.82017612616715e-10
1733;2.08447966112735e-10
1734;2.22789694571671e-10
1735;2.31735939848399e-10
1736;2.3735949617466e-10
1737;2.36598405294071e-10
1738;2.40262000249238e-10
1739;2.42225928497629e-10
1740;2.43362716508398e-10
1741;1.37011190161079e-10
1742;8.02860057695114e-11
1743;3.97441105048423e-11
1744;1.10807031959111e-11
1745;-8.37881506439325e-12
1746;-2.04324303386738e-11
1747;-2.86893749538024e-11
1748;-3.39690140733197e-11
1749;-3.74248872833626e-11
1750;-3.97608161992812e-11
1751;-4.34609693439928e-11
1752;-4.37125588742097e-11
1753;1.79783520302381e-11
1754;9.45924297051748e-11
1755;1.51985578265661e-10
1756;1.91210398723519e-10
1757;2.17340205169737e-10
1758;2.36497159756997e-10
1759;2.47205616616986e-10
1760;2.55007954465439e-10
1761;2.60087150664039e-10
1762;2.62404092739204e-10
1763;2.64140529575886e-10
1764;2.64982153604799e-10
1765;1.546040234291e-10
1766;9.21909975791873e-11
1767;4.65314977961641e-11
1768;1.41071342177283e-11
1769;-8.1749520153923e-12
1770;-2.10113410130678e-11
1771;-3.10530606597542e-11
1772;-3.73749402582998e-11
1773;-4.16438522211025e-11
1774;-4.43858108063864e-11
1775;-4.63589125981058e-11
1776;-4.77592435611398e-11
1777;1.43895675716893e-11
1778;8.7735500027313e-11
1779;1.46118801328858e-10
1780;1.87094059359467e-10
1781;2.15158129637559e-10
1782;2.33890651690793e-10
1783;2.40138972038886e-10
1784;2.43991253648557e-10
1785;2.46428097156281e-10
1786;2.47956873568406e-10
1787;2.48967536062935e-10
1788;2.49401341231299e-10
1789;1.37354485672076e-10
1790;7.60149554233142e-11
1791;3.10698659857992e-11
1792;-1.15569510347033e-12
1793;-2.30148884469048e-11
1794;-3.75637624798613e-11
1795;-4.74450314753796e-11
1796;-5.39034083325736e-11
1797;-5.79021086784455e-11
1798;-5.79857104897657e-11
1799;-6.08422586194352e-11
1800;-6.26157117914501e-11
1801;-4.09991054592932e-12
1802;6.82451456507334e-11
1803;1.23769018029098e-10
1804;1.64279064831133e-10
1805;1.92870284341059e-10
1806;2.12535247370814e-10
1807;2.26060832943431e-10
1808;2.35330282838364e-10
1809;2.41378660373896e-10
1810;2.45442983364971e-10
1811;2.44211647188433e-10
1812;2.47270837054381e-10
1813;1.4106500576743e-10
1814;8.2431612820742e-11
1815;3.55908201346756e-11
1816;-1.31528405915462e-12
1817;-2.37963038244393e-11
1818;-3.91391530538297e-11
1819;-4.94948730949628e-11
1820;-5.66911766415023e-11
1821;-6.16241165218809e-11
1822;-6.51130351484027e-11
1823;-6.74484215952975e-11
1824;-6.96045440722518e-11
1825;-1.4267742183711e-11
1826;5.41637616664936e-11
1827;1.07421564769045e-10
1828;1.46933079386892e-10
1829;1.75874884626059e-10
1830;1.96974890130936e-10
1831;2.11767445713286e-10
1832;2.2183529660386e-10
1833;2.28917584006551e-10
1834;2.06162453511615e-10
1835;2.09642554590347e-10
1836;2.38475443064986e-10
1837;1.8204386179174e-10
1838;1.477203635116e-10
1839;1.14827314954988e-10
1840;8.6890033540385e-11
1841;6.44850501447927e-11
1842;4.69423760135061e-11
1843;3.33568371693494e-11
1844;2.28666310393039e-11
1845;1.48190969146278e-11
1846;8.57303553938845e-12
1847;3.12418874421414e-12
1848;-1.18666459340931e-12
1849;3.16633662061685e-11
1850;8.67827431135001e-11
1851;1.40104969769391e-10
1852;1.8470015555532e-10
1853;2.19340635815934e-10
1854;2.45274529592818e-10
1855;2.64187462095702e-10
1856;2.7771854610707e-10
1857;2.87132832319955e-10
1858;2.93444787728745e-10
1859;2.97578818915318e-10
1860;3.00217957275674e-10
1861;2.1483489020909e-10
1862;1.66603464633652e-10
1863;1.23656897518845e-10
1864;8.88360264463792e-11
1865;6.15389894913655e-11
1866;4.05958691497361e-11
1867;2.45713835263459e-11
1868;1.22557332819871e-11
1869;2.92603206001845e-12
1870;-4.23288861811318e-12
1871;-9.36979638777593e-12
1872;-1.62989568325781e-11
1873;1.85374096627208e-11
1874;7.52023532220583e-11
1875;1.28190977069095e-10
1876;1.72110312775685e-10
1877;2.06105260071581e-10
1878;2.31481113863833e-10
1879;2.49536606480164e-10
1880;2.63950687383903e-10
1881;2.73353738384422e-10
1882;2.79536204217828e-10
1883;2.83563961724467e-10
1884;2.86819522097756e-10
1885;1.9951048300636e-10
1886;1.50386898495234e-10
1887;1.07683768733431e-10
1888;7.32640384813261e-11
1889;4.62592854373812e-11
1890;2.55427642077383e-11
1891;9.61432051924087e-12
1892;-2.50980712806597e-12
1893;-1.13806275976135e-11
1894;-1.78087153508363e-11
1895;-2.26590715515157e-11
1896;-2.6247246481581e-11
1897;8.51557546637178e-12
1898;6.38756432128082e-11
1899;1.14810506011531e-10
1900;1.59235135745621e-10
1901;1.91244613843795e-10
1902;2.15199258334016e-10
1903;2.32653174309813e-10
1904;2.45123504649962e-10
1905;2.53747737604586e-10
1906;2.59596233712628e-10
1907;2.6345017935775e-10
1908;2.65799329083095e-10
1909;1.8020593011889e-10
1910;1.3156935897749e-10
1911;8.96863871296054e-11
1912;5.59481261163907e-11
1913;2.9424846365798e-11
1914;8.86320703399342e-12
1915;-6.81975007569463e-12
1916;-1.83631184029942e-11
1917;-2.68748239261055e-11
1918;-3.3233316396623e-11
1919;-3.80351776837222e-11
1920;-4.17256623113904e-11
1921;-1.06471249104993e-11
1922;4.03558268140416e-11
1923;8.97884600493449e-11
1924;1.30577866106876e-10
1925;1.63085077777602e-10
1926;1.87980363411449e-10
1927;2.06446147035574e-10
1928;2.19553263007058e-10
1929;2.28613359768156e-10
1930;2.34828041222102e-10
1931;2.38988920816348e-10
1932;2.41600673388306e-10
1933;1.59417331717918e-10
1934;1.12213605471886e-10
1935;7.18590793039667e-11
1936;3.90540802366694e-11
1937;1.30001627080927e-11
1938;-7.28942358968543e-12
1939;-2.25651074883707e-11
1940;-2.95554034506704e-11
1941;-3.69996041889034e-11
1942;-4.26647122994813e-11
1943;-4.69617448901117e-11
1944;-5.02276483084256e-11
1945;-1.54471320530223e-11
1946;3.56364371692168e-11
1947;8.13324181996446e-11
1948;1.19918347969079e-10
1949;1.50880397691647e-10
1950;1.75196824948932e-10
1951;1.93780474691156e-10
1952;2.07740153832152e-10
1953;2.17938987640423e-10
1954;2.25373759672462e-10
1955;2.30765181358442e-10
1956;2.34521475373967e-10
1957;1.52927699304104e-10
1958;1.05611982532474e-10
1959;6.84191362403658e-11
1960;3.8020120564633e-11
1961;1.37310619354563e-11
1962;-5.44479649262217e-12
1963;-2.00250464285777e-11
1964;-3.09823471674249e-11
1965;-4.07957290998667e-11
1966;-4.64399053256042e-11
1967;-5.08498859914252e-11
1968;-5.42686626513862e-11
1969;-2.16738056855965e-11
1970;2.66875947795429e-11
1971;6.9295096045138e-11
1972;1.0566014162146e-10
1973;1.35551931284191e-10
1974;1.59580605419156e-10
1975;1.8043240200658e-10
1976;1.94571490609163e-10
1977;2.05225702825812e-10
1978;2.1359787599433e-10
1979;2.19975186025339e-10
1980;2.24470965884134e-10
1981;1.45572132976046e-10
1982;1.02447470045155e-10
1983;6.64903161324019e-11
1984;3.79900024724783e-11
1985;1.43362944189703e-11
1986;-4.7590234819995e-12
1987;-1.95640284689396e-11
1988;-3.06748829536438e-11
1989;-3.91533849688932e-11
1990;-4.59703936283978e-11
1991;-5.12485961323447e-11
1992;-5.53163693599229e-11
1993;-2.25200125974537e-11
1994;2.29799701816755e-11
1995;6.38899248925453e-11
1996;9.89456833983168e-11
1997;1.28317070046653e-10
1998;1.54596742744696e-10
1999;1.76650738228698e-10
2000;1.94322123794045e-10
2001;2.08025028568997e-10
2002;2.19475423114292e-10
2003;2.26672181565805e-10
2004;2.33857172693645e-10
2005;1.53633611264968e-10
2006;1.11852062396579e-10
2007;7.74156622147164e-11
2008;4.92911200602512e-11
2009;2.64432425786581e-11
2010;7.96761773950962e-12
2011;-6.82196559680984e-12
2012;-1.80023374936561e-11
2013;-2.61010137155094e-11
2014;-3.35361869945458e-11
2015;-3.93007305625283e-11
2016;-4.37943716518942e-11
2017;-9.77748892588711e-12
2018;3.62621748617198e-11
2019;7.63011373310515e-11
2020;1.10748367087478e-10
2021;1.41369587821486e-10
2022;1.65028805212377e-10
2023;1.84541268956782e-10
2024;2.0052618795581e-10
2025;2.13332832867404e-10
2026;2.23123143152719e-10
2027;2.30568305036579e-10
2028;2.3655346212812e-10
2029;1.54719922693897e-10
2030;1.12801171289474e-10
2031;7.83900422007051e-11
2032;5.03932040361828e-11
2033;2.58679727619716e-11
2034;7.99920990068606e-12
2035;-6.42912826773694e-12
2036;-1.78386282389312e-11
2037;-2.67809355543507e-11
2038;-3.52299979623713e-11
2039;-4.03007387028037e-11
2040;-4.43193066593883e-11
2041;-1.01218553354341e-11
2042;3.56562838989345e-11
2043;7.51868857800508e-11
2044;1.09074237649448e-10
2045;1.32405416781792e-10
2046;1.52116770427624e-10
2047;1.68770495436007e-10
2048;1.82349996271094e-10
2049;1.93230213601018e-10
2050;2.02216093044116e-10
2051;2.09073959265829e-10
2052;2.14904375382918e-10
2053;1.36458417912417e-10
2054;9.4952816762464e-11
2055;5.9045375469219e-11
2056;3.22318656366686e-11
2057;1.05288175153189e-11
2058;-7.01460196218733e-12
2059;-2.10306776413825e-11
2060;-3.20661448619073e-11
2061;-4.07651162179284e-11
2062;-4.76497476096983e-11
2063;-5.31003713199718e-11
2064;-5.74121519426286e-11
2065;-2.60156104688762e-11
2066;1.75616925148035e-11
2067;5.49326966684412e-11
2068;8.71701084892243e-11
2069;1.1479784746843e-10
2070;1.38184116468583e-10
2071;1.5784384452297e-10
2072;1.74210277944702e-10
2073;1.8865137586703e-10
2074;2.0032021152965e-10
2075;2.09758870472249e-10
2076;2.17192051117376e-10
2077;1.3953123942095e-10
2078;9.91029028757246e-11
2079;6.60555386861185e-11
2080;3.93177100619819e-11
2081;2.97009607086343e-11
2082;2.41200107259450e-11
2083;1.88292466577872e-11
2084;1.34450215034443e-11
2085;8.71901839574361e-12
2086;4.5728283457517e-12
2087;9.10726769752891e-13
2088;-2.25819670114324e-12
2089;1.21579388561671e-11
2090;3.84574803233564e-11
2091;6.90993167566898e-11
2092;1.01143935127149e-10
2093;1.32033105087863e-10
2094;1.60370259198768e-10
2095;1.8554849002188e-10
2096;2.07372117348005e-10
2097;2.25573460424807e-10
2098;2.40558437622072e-10
2099;2.52792756715749e-10
2100;2.62858685895971e-10
2101;2.05769217262893e-10
2102;1.80355797641046e-10
2103;1.55069058028935e-10
2104;1.29515011220122e-10
2105;1.06442636447868e-10
2106;8.61462091877536e-11
2107;6.8590417785968e-11
2108;5.35405638699097e-11
2109;4.06873664737608e-11
2110;2.97884546320541e-11
2111;2.04614541871263e-11
2112;1.25570387361219e-11
2113;2.81444791724451e-11
2114;5.31295802917753e-11
2115;8.17263982071553e-11
2116;1.1096005968944e-10
2117;1.39194065675191e-10
2118;1.64680888337198e-10
2119;1.86794885849004e-10
2120;2.05559241159212e-10
2121;2.21013167127934e-10
2122;2.33474474718666e-10
2123;2.43390400792276e-10
2124;2.50350526085024e-10
2125;1.88310732335992e-10
2126;1.60565212171666e-10
2127;1.32994513345507e-10
2128;1.08491562673293e-10
2129;8.665088192273e-11
2130;6.76017657750166e-11
2131;5.11675717209269e-11
2132;3.71006690927569e-11
2133;2.51339144350097e-11
2134;1.34949726405341e-11
2135;5.87286986299048e-12
2136;-1.48640751978184e-12
2137;1.47869701865062e-11
2138;4.17401882434165e-11
2139;7.11679369220242e-11
2140;1.00370971755161e-10
2141;1.27339015077244e-10
2142;1.51300427033065e-10
2143;1.718452530855e-10
2144;1.89139682470618e-10
2145;2.03451723212104e-10
2146;2.14976735785496e-10
2147;2.24136619643041e-10
2148;2.31181408833225e-10
2149;1.71765418015787e-10
2150;1.4289967656414e-10
2151;1.14972748022737e-10
2152;8.95869736264658e-11
2153;6.72319960269721e-11
2154;4.79024871331767e-11
2155;3.18685182749895e-11
2156;1.78000941758221e-11
2157;7.1074502897503e-12
2158;-3.35801395794074e-12
2159;-1.19448347885083e-11
2160;-1.90147071606736e-11
2161;-3.16147644590178e-12
2162;2.44472439678174e-11
2163;5.30637333471678e-11
2164;8.06049823708205e-11
2165;1.05769854067934e-10
2166;1.28190704251434e-10
2167;1.47406311979984e-10
2168;1.63563522839463e-10
2169;1.76754001315865e-10
2170;1.8738875891721e-10
2171;1.95840274177353e-10
2172;2.08909051997484e-10
2173;1.52542423545865e-10
2174;1.2438263927205e-10
2175;9.78347894223009e-11
2176;7.11445623784297e-11
2177;5.13316435014225e-11
2178;3.41048063480246e-11
2179;1.94236435994884e-11
2180;6.90250579326077e-12
2181;-3.65478802820271e-12
2182;-1.23908433267715e-11
2183;-1.95818728417059e-11
2184;-2.54690389227703e-11
2185;-3.66797694311315e-12
2186;2.77432337380136e-11
2187;5.82449557121577e-11
2188;8.57408805905781e-11
2189;1.10449386628527e-10
2190;1.32186252672465e-10
2191;1.50969144818077e-10
2192;1.66931603857633e-10
2193;1.80107017181029e-10
2194;1.9235605093822e-10
2195;2.01841050243694e-10
2196;2.08681188243795e-10
2197;1.4602525083066e-10
2198;1.15232044553039e-10
2199;8.80126225231649e-11
2200;6.44616655233771e-11
2201;4.43702869306072e-11
2202;2.72768822004438e-11
2203;1.28949417845143e-11
2204;6.75971319685366e-13
2205;-9.40145293612003e-12
2206;-1.76904782378205e-11
2207;-2.45160749826886e-11
2208;-3.01421805639753e-11
2209;-7.76421869224331e-12
2210;2.4197435979341e-11
2211;5.34855132069758e-11
2212;8.08640842858288e-11
2213;1.0283779051224e-10
2214;1.24984310752893e-10
2215;1.43966366281964e-10
2216;1.60342378315288e-10
2217;1.74016075983698e-10
2218;1.85548942070639e-10
2219;1.951002630215e-10
2220;2.03069537620843e-10
2221;1.40396717712034e-10
2222;1.09518734451999e-10
2223;8.2663893006306e-11
2224;5.96532543438401e-11
2225;4.00808332863128e-11
2226;2.3550116191662e-11
2227;9.53801908046478e-12
2228;-2.28216512294462e-12
2229;-1.20656130848231e-11
2230;-2.01368680209805e-11
2231;-2.56230364950845e-11
2232;-3.14360875233034e-11
2233;-8.85391360241775e-12
2234;2.37640285786211e-11
2235;5.26680415371496e-11
2236;7.90905018026251e-11
2237;1.02865039402322e-10
2238;1.23840217989227e-10
2239;1.42171629426495e-10
2240;1.58015039717662e-10
2241;1.71434396570976e-10
2242;1.82845684003979e-10
2243;1.92442280318988e-10
2244;2.00521468603336e-10
2245;1.38021110965555e-10
2246;1.07022635030371e-10
2247;8.0363906497328e-11
2248;5.6153730102674e-11
2249;3.73286623088842e-11
2250;2.13766415487573e-11
2251;7.8289553114276e-12
2252;-3.56682822908223e-12
2253;-1.30883257620074e-11
2254;-2.09572354062153e-11
2255;-2.74324091796852e-11
2256;-3.39387937052954e-11
2257;-1.06091836174332e-11
2258;2.17787693558823e-11
2259;5.10462183997673e-11
2260;7.85094570970291e-11
2261;1.03449887325927e-10
2262;1.25898269780332e-10
2263;1.45633128956635e-10
2264;1.62849622224103e-10
2265;1.7874925936875e-10
2266;1.91109185421942e-10
2267;2.01467180741371e-10
2268;2.10342413375463e-10
2269;1.45895776144831e-10
2270;1.15196708024002e-10
2271;8.90314367758752e-11
2272;6.68898028680833e-11
2273;4.82268328210341e-11
2274;3.24745341514762e-11
2275;1.91217505536179e-11
2276;7.82485803468497e-12
2277;-1.7547976824832e-12
2278;-9.76221397092869e-12
2279;-1.64225346062031e-11
2280;-2.19541808214465e-11
2281;4.58190109343102e-12
2282;3.69358152285406e-11
2283;6.57720160604358e-11
2284;9.41075748354057e-11
2285;1.19190696596838e-10
2286;1.41278103669614e-10
2287;1.60565151454724e-10
2288;1.77136050343805e-10
2289;1.91463902574557e-10
2290;2.03544379338183e-10
2291;2.13818521818032e-10
2292;2.26115323869898e-10
2293;1.55816994900765e-10
